Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.34453782,0.35802469,0.08235294,0.40684411,0.13812155,0.09302326,0.20408163,0.22000000,0.23152709,-0.23809524,0.26415094,-0.20930233,0.32173913,-0.41818182,0.00000000
Education,0.00000000,0.18829982,-0.14138817,0.22105263,-0.05213270,-0.16842105,-0.10173697,0.02417582,-0.00225734,-0.42307692,0.05128205,-0.49494949,0.04310345,-0.62637363,-0.16230366
Entertainment,0.11683849,0.00000000,-0.20657277,0.18412698,-0.07531381,-0.18160920,-0.15246637,-0.04259635,0.05514706,-0.31122449,0.03925234,-0.53892216,0.09507042,-0.52976190,-0.21800948
Nonprofits & Activism,0.25093633,0.25650558,0.00000000,0.31740614,-0.04712042,0.00990099,-0.06951872,0.00990099,0.16666667,-0.22699387,0.19354839,-0.41843972,0.17695473,-0.50375940,-0.04166667
People & Blogs,0.17171717,0.20516963,-0.12072893,0.00000000,-0.00613497,-0.19128329,-0.14953271,0.04466019,0.16751269,-0.35537190,0.09890110,-0.38202247,0.08719852,-0.40974212,-0.14153132
Howto & Style,0.25391850,0.30000000,-0.13333333,0.34254144,0.00000000,-0.16097561,0.02057613,0.05179283,0.07031250,-0.31491713,0.18493151,-0.32960894,0.11194030,-0.40000000,-0.07207207
News & Politics,0.24901186,0.30402930,0.03553299,0.27480916,-0.04972376,0.00000000,0.00000000,0.10798122,0.20833333,-0.26666667,0.14798206,-0.32867133,0.24000000,-0.45038168,-0.00529101
Comedy,0.27915194,0.29896907,-0.07936508,0.28169014,0.09734513,-0.03553299,0.00000000,0.11688312,0.19367589,-0.38775510,0.20000000,-0.36000000,0.23308271,-0.47826087,0.07272727
Music,0.22955145,0.23560209,-0.17741935,0.29638554,-0.05035971,-0.10606061,-0.06181818,0.00000000,0.07301587,-0.35185185,0.14369501,-0.53684211,0.07886435,-0.56149733,-0.08955224
Sports,0.01376147,0.14342629,-0.21126761,0.23214286,-0.22159091,-0.19444444,-0.17486339,-0.11979167,0.00000000,-0.47260274,-0.02625298,-0.56934307,-0.02380952,-0.54676259,-0.26470588
Film & Animation,0.50000000,0.63636364,0.35483871,0.59183673,0.34782609,0.29411765,0.20000000,0.40000000,0.43925234,0.00000000,0.53488372,0.03225806,0.49152542,-0.27659574,0.23076923
Gaming,0.10313901,0.16317992,-0.14942529,0.20000000,-0.07238606,-0.21951220,-0.13314448,-0.01265823,0.00990099,-0.33779264,0.00000000,-0.42348754,0.09706546,-0.61290323,-0.19760479
Travel & Events,0.30434783,0.31623932,0.01234568,0.46666667,0.20000000,0.09090909,0.09090909,0.04761905,0.19191919,-0.11111111,0.33884298,0.00000000,0.27272727,-0.25000000,0.12087912
Autos & Vehicles,0.10000000,0.22200393,-0.16129032,0.19348269,-0.14121037,-0.12181303,-0.09392265,-0.07317073,0.01736973,-0.38461538,0.10204082,-0.47761194,0.00000000,-0.55905512,-0.13142857
Pets & Animals,0.20000000,0.39823009,-0.01492537,0.50364964,0.20000000,0.02857143,0.02857143,0.09333333,0.29896907,-0.33333333,0.17073171,-0.17241379,0.24444444,0.00000000,-0.03030303
