Genre,Average EI index
Science & Technology,0.0804861077143385
Education,-0.0985306679182274
Entertainment,-0.14431909569227908
Nonprofits & Activism,-0.05636559080983978
People & Blogs,-0.09577909737228814
Howto & Style,-0.0632168113875123
News & Politics,0.0678970396167656
Comedy,-0.050210974699282165
Music,-0.014469797897397604
Sports,-0.09231302426142303
Film & Animation,0.20319663486732345
Gaming,-0.1328047921311612
Travel & Events,0.19504755722580228
Autos & Vehicles,-0.15162904310475225
Pets & Animals,0.22778857121884247
