Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.32283465,0.35820896,-0.05521472,0.31746032,0.13567839,0.06010929,0.03370787,0.14000000,0.19248826,-0.25547445,0.27426160,-0.31297710,0.22869955,-0.31297710,0.00000000
Education,0.00000000,0.20220588,-0.13020833,0.19926199,-0.10997442,-0.06112469,-0.09595960,0.00458716,0.02031603,-0.36908517,0.04194260,-0.43708609,0.07855626,-0.59558824,-0.12727273
Entertainment,0.10472973,0.00000000,-0.24413146,0.18209877,-0.10187110,-0.23543124,-0.09504132,-0.02912621,0.02033272,-0.40957447,0.04159132,-0.51428571,0.00934579,-0.56342183,-0.18568233
Nonprofits & Activism,0.18861210,0.17090909,0.00000000,0.20833333,-0.08056872,-0.12871287,-0.19371728,0.04201681,0.14285714,-0.37349398,0.04201681,-0.31034483,0.11284047,-0.41614907,-0.19371728
People & Blogs,0.11683849,0.19687500,-0.19257541,0.00000000,-0.07756813,-0.11015119,-0.06860707,0.02281369,0.11835334,-0.37066667,0.09347443,-0.44382022,0.07052441,-0.48126801,-0.21513002
Howto & Style,0.14098361,0.24495677,-0.14912281,0.25356125,0.00000000,-0.11016949,-0.14912281,0.10580205,0.09655172,-0.36458333,0.11186441,-0.43956044,0.10580205,-0.65822785,-0.07377049
News & Politics,0.37142857,0.30158730,0.00000000,0.40136054,0.08808290,0.00000000,0.04347826,0.10204082,0.20361991,-0.27536232,0.17757009,-0.26618705,0.18518519,-0.43089431,0.04864865
Comedy,0.21355932,0.30746269,-0.20207254,0.31764706,-0.08920188,-0.09433962,0.00000000,0.03333333,0.09727626,-0.43209877,0.10424710,-0.54666667,0.15328467,-0.45000000,-0.11538462
Music,0.24079320,0.30208333,-0.03875969,0.33498759,0.09459459,-0.10743802,-0.03875969,0.00000000,0.12131148,-0.39583333,0.16770186,-0.41798942,0.11258278,-0.49720670,-0.08064516
Sports,0.09708738,0.19480519,-0.10059172,0.27343750,-0.07826087,-0.16614420,-0.13761468,-0.04201681,0.00000000,-0.37777778,0.09927361,-0.47035573,0.12264151,-0.51836735,-0.18849840
Film & Animation,0.41843972,0.46052632,0.11827957,0.48427673,0.19607843,0.09890110,0.05747126,0.17171717,0.34400000,0.00000000,0.38805970,-0.20588235,0.41007194,-0.20588235,0.10869565
Gaming,0.06546275,0.16363636,-0.25075529,0.19922631,-0.11590296,-0.24324324,-0.18285714,-0.04810127,0.04608295,-0.38000000,0.00000000,-0.45263158,0.05263158,-0.55639098,-0.15642458
Travel & Events,0.40495868,0.40495868,0.25000000,0.46666667,0.17241379,0.17241379,-0.02857143,0.20879121,0.30097087,-0.14285714,0.36842105,0.00000000,0.32710280,-0.28571429,0.11111111
Autos & Vehicles,0.08315565,0.11340206,-0.20111732,0.15851272,-0.14058355,-0.25364431,-0.15281501,-0.12271540,0.05077263,-0.37380192,0.03370787,-0.50349650,0.00000000,-0.59259259,-0.22159091
Pets & Animals,0.32530120,0.45098039,0.25333333,0.52542373,-0.01818182,0.11111111,0.22222222,0.23287671,0.35632184,-0.01818182,0.35632184,-0.16666667,0.32530120,0.00000000,0.23287671
