Genre,Average EI index
Science & Technology,0.11170756180875631
Education,-0.14163768280399197
Entertainment,-0.14219817006522642
Nonprofits & Activism,-0.05075375832920133
People & Blogs,-0.06345800435818386
Howto & Style,-0.023793373945131206
News & Politics,0.03826467081974901
Comedy,0.005019043946788755
Music,-0.07836181472532143
Sports,-0.1375695241785798
Film & Animation,0.17117482121736455
Gaming,-0.11706346037596961
Travel & Events,0.1708435835513786
Autos & Vehicles,-0.19548647877092992
Pets & Animals,0.2210649329068563
