Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.47924528,0.44129555,0.07382550,0.50359712,0.18823529,0.06756757,0.16363636,0.27368421,0.32019704,-0.22123894,0.28125000,-0.26605505,0.40517241,-0.32692308,0.00000000
Education,0.00000000,0.14338920,-0.19791667,0.20277296,-0.09785203,-0.21372032,-0.20418848,-0.07981221,0.01918977,-0.43750000,0.07070707,-0.46964856,0.03157895,-0.53846154,-0.07981221
Entertainment,0.12248629,0.00000000,-0.17073171,0.21696574,-0.04803493,-0.12676056,-0.05726872,0.04382470,0.10946197,-0.33333333,0.10447761,-0.48606811,0.08745247,-0.57377049,-0.14832536
Nonprofits & Activism,0.15789474,0.20567376,0.00000000,0.25083612,-0.13131313,-0.12562814,-0.06161137,0.09677419,0.09311741,-0.43589744,0.13846154,-0.37423313,0.09677419,-0.53424658,-0.16666667
People & Blogs,0.17428088,0.20907618,-0.13225058,0.00000000,-0.04721030,-0.07726269,-0.09172260,0.01810865,0.11272727,-0.32970027,0.07750473,-0.38636364,0.10622711,-0.39828080,-0.07726269
Howto & Style,0.23529412,0.30149254,-0.15270936,0.30973451,0.00000000,-0.09345794,0.07509881,0.06400000,0.13333333,-0.32954545,0.19310345,-0.41818182,0.21476510,-0.49044586,-0.07339450
News & Politics,0.24166667,0.34296029,-0.02247191,0.39333333,0.03191489,0.00000000,-0.01111111,0.11219512,0.21212121,-0.28169014,0.24166667,-0.33823529,0.21551724,-0.43307087,-0.07058824
Comedy,0.16923077,0.32919255,-0.04347826,0.30546624,0.11475410,-0.09644670,0.00000000,0.06086957,0.10373444,-0.26315789,0.15294118,-0.41176471,0.14624506,-0.40259740,-0.05882353
Music,0.16320475,0.30024814,-0.01805054,0.28426396,-0.02919708,-0.10588235,-0.07224335,0.00000000,0.09615385,-0.27027027,0.08143322,-0.47643979,0.14024390,-0.48421053,-0.07633588
Sports,0.10904872,0.21792261,-0.17431193,0.22891566,-0.11304348,-0.15662651,-0.18153846,-0.05785124,0.00000000,-0.39636364,0.09004739,-0.50000000,0.09004739,-0.54216867,-0.17791411
Film & Animation,0.34328358,0.46341463,0.00000000,0.47305389,0.14563107,0.07368421,0.17757009,0.29600000,0.30708661,0.00000000,0.26050420,-0.23943662,0.26050420,-0.11392405,0.00000000
Gaming,0.11111111,0.16535433,-0.17777778,0.14688129,-0.10129870,-0.17451524,-0.18105850,-0.12169312,0.04072398,-0.47735192,0.00000000,-0.48251748,0.03636364,-0.63076923,-0.26567164
Travel & Events,0.31746032,0.31746032,0.08510638,0.43046358,0.05494505,0.02272727,0.02272727,0.07526882,0.19626168,-0.22857143,0.26495726,0.00000000,0.27731092,-0.36507937,-0.03614458
Autos & Vehicles,0.11872146,0.19415449,-0.17325228,0.22020202,-0.03208556,-0.15568862,-0.14201183,-0.01578947,0.08747045,-0.44029851,0.08313539,-0.43494424,0.00000000,-0.54400000,-0.08426966
Pets & Animals,0.53333333,0.51162791,0.23636364,0.66666667,0.31147541,0.26315789,0.37313433,0.40000000,0.46153846,0.25000000,0.39130435,-0.02439024,0.46153846,0.00000000,0.25000000
