Genre,Average EI index
Science & Technology,0.21122953042490122
Education,-0.06846594182479769
Entertainment,-0.07789786118713625
Nonprofits & Activism,-0.005203401507977006
People & Blogs,-0.051921103003365214
Howto & Style,-0.004345174733955483
News & Politics,0.05580621854627008
Comedy,0.03234301332972956
Music,-0.01718741183028694
Sports,-0.12631577416084272
Film & Animation,0.17856216347193793
Gaming,-0.09982757313531897
Travel & Events,0.21683397322429973
Autos & Vehicles,-0.10162049406282285
Pets & Animals,0.0952287793740865
