Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.44444444,0.43478261,0.14473684,0.49416342,0.30851064,0.11564626,0.19753086,0.31937173,0.30107527,-0.17117117,0.39534884,-0.14035088,0.43965517,-0.32653061,0.00000000
Education,0.00000000,0.17600000,-0.09866667,0.24125230,-0.02743142,-0.05370844,-0.09283820,-0.00487805,0.07207207,-0.41095890,0.11206897,-0.43554007,0.12896406,-0.46619217,-0.09866667
Entertainment,0.10943396,0.00000000,-0.13461538,0.30486009,-0.07272727,-0.13189448,-0.06787330,0.05410822,0.06534653,-0.28961749,0.09404990,-0.36811594,0.05600000,-0.53246753,-0.17705736
Nonprofits & Activism,0.24723247,0.27659574,0.00000000,0.24163569,-0.03030303,0.00487805,-0.11475410,0.09333333,0.18400000,-0.31612903,0.15000000,-0.32467532,0.16393443,-0.56923077,-0.07936508
People & Blogs,0.18038529,0.30871492,-0.16708229,0.00000000,-0.04697987,-0.14987715,-0.05882353,0.06212425,0.18324607,-0.34870317,0.09652510,-0.39701493,0.17168142,-0.46250000,-0.09859155
Howto & Style,0.24203822,0.26315789,-0.10697674,0.28313253,0.00000000,-0.09677419,-0.07692308,0.07392996,0.17931034,-0.32960894,0.14695341,-0.36781609,0.19047619,-0.47826087,0.01652893
News & Politics,0.35531136,0.34572491,0.07853403,0.32567050,0.05376344,0.00000000,0.00000000,0.06382979,0.24463519,-0.30370370,0.26050420,-0.37500000,0.28455285,-0.51724138,-0.03529412
Comedy,0.24817518,0.33333333,-0.11956522,0.33762058,-0.00487805,-0.07853403,0.00000000,0.16599190,0.19844358,-0.21893491,0.17600000,-0.35526316,0.13807531,-0.33766234,-0.03000000
Music,0.20710059,0.32493703,-0.04280156,0.32832080,0.01470588,-0.14529915,0.03597122,0.00000000,0.12131148,-0.46448087,0.18042813,-0.43315508,0.14376997,-0.48066298,-0.03076923
Sports,0.09425287,0.15450644,-0.14202899,0.26492537,-0.07065217,-0.15204678,-0.12250712,-0.07065217,0.00000000,-0.45387454,0.06855792,-0.52713178,-0.01546392,-0.55731225,-0.23899371
Film & Animation,0.33333333,0.50289017,0.10416667,0.44871795,0.16504854,0.04444444,0.21100917,0.06521739,0.26495726,0.00000000,0.40277778,-0.30303030,0.35820896,-0.13157895,0.03370787
Gaming,0.13907285,0.18750000,-0.17117117,0.18580376,-0.09859155,-0.13043478,-0.14035088,-0.00515464,0.07363420,-0.31756757,0.00000000,-0.46067416,0.08235294,-0.61157025,-0.13043478
Travel & Events,0.40869565,0.52447552,0.20930233,0.49629630,0.23595506,0.08108108,0.18072289,0.21839080,0.28421053,-0.19298246,0.35849057,0.00000000,0.33333333,-0.28301887,0.18072289
Autos & Vehicles,0.15584416,0.15032680,-0.15727003,0.25855513,-0.05405405,-0.10481586,-0.17824773,-0.04278075,-0.01036269,-0.36363636,0.08235294,-0.48288973,0.00000000,-0.59836066,-0.07734807
Pets & Animals,0.35135135,0.33333333,-0.12500000,0.40983607,0.07692308,-0.12500000,0.17241379,0.13253012,0.21739130,-0.04347826,0.13253012,-0.30909091,0.15294118,0.00000000,-0.04347826
