Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.40000000,0.35622318,0.07975460,0.42307692,0.18032787,-0.00671141,0.09090909,0.20634921,0.34497817,-0.14503817,0.34497817,-0.19047619,0.33333333,-0.42857143,0.00000000
Education,0.00000000,0.21856867,-0.12222222,0.25046382,-0.00748130,-0.10081744,-0.06036745,0.04491726,0.07762557,-0.38831615,0.11208791,-0.44802867,0.13118280,-0.48529412,-0.07161804
Entertainment,0.07692308,0.00000000,-0.20000000,0.16795069,-0.10204082,-0.22727273,-0.16379310,-0.10655738,0.04929577,-0.41732283,0.05429072,-0.51260504,0.04085258,-0.57434402,-0.26168224
Nonprofits & Activism,0.23921569,0.29963899,0.00000000,0.34459459,-0.02105263,-0.01041667,-0.03191489,0.11818182,0.17446809,-0.31972789,0.15652174,-0.43703704,0.18828452,-0.32876712,-0.04864865
People & Blogs,0.13851351,0.19558360,-0.12334802,0.00000000,-0.06250000,-0.15646259,-0.09207709,0.03591682,0.07775769,-0.34920635,0.07441016,-0.44067797,0.08273381,-0.45299145,-0.15909091
Howto & Style,0.29220779,0.33738602,-0.07920792,0.34730539,0.00000000,-0.02347418,-0.02347418,0.12800000,0.17110266,-0.20441989,0.18352060,-0.36250000,0.24567474,-0.43421053,-0.00460829
News & Politics,0.32000000,0.33333333,0.05555556,0.37269373,0.10052910,0.00000000,0.08108108,0.21658986,0.17073171,-0.20567376,0.29166667,-0.33858268,0.27966102,-0.42857143,-0.06918239
Comedy,0.23448276,0.27213115,-0.09900990,0.31269350,-0.03255814,-0.05213270,0.00000000,0.05932203,0.05932203,-0.28323699,0.17164179,-0.42307692,0.17777778,-0.46052632,-0.10447761
Music,0.16010499,0.15343915,-0.13074205,0.26267281,-0.06312292,-0.09589041,-0.12280702,0.00000000,0.02439024,-0.44144144,-0.03559871,-0.44796380,0.02439024,-0.54589372,-0.16788321
Sports,0.11320755,0.22633745,-0.15337423,0.22633745,-0.09941520,-0.22077922,-0.20127796,-0.05617978,0.00000000,-0.43511450,0.13958810,-0.42965779,0.11529412,-0.54098361,-0.09941520
Film & Animation,0.42400000,0.51020408,0.16279070,0.54716981,0.33333333,0.21739130,0.26530612,0.26530612,0.34545455,0.00000000,0.42857143,-0.24137931,0.46268657,-0.26315789,0.21739130
Gaming,0.11699779,0.20159681,-0.20120120,0.19354839,-0.11731844,-0.12676056,-0.12044818,-0.14613181,0.10913140,-0.37931034,0.00000000,-0.48698885,0.04988124,-0.62601626,-0.12994350
Travel & Events,0.28333333,0.33846154,-0.06172840,0.39436620,0.08510638,-0.01176471,0.02272727,0.17307692,0.27118644,-0.32307692,0.23214286,0.00000000,0.30645161,-0.45762712,0.08510638
Autos & Vehicles,0.20091324,0.25213675,-0.10410095,0.26470588,0.01408451,-0.07361963,-0.04790419,-0.02040816,0.15048544,-0.28205128,0.11616162,-0.36718750,0.00000000,-0.59817352,-0.07692308
Pets & Animals,0.32075472,0.33944954,0.15294118,0.45454545,0.08860759,-0.02857143,0.06493506,0.13253012,0.21739130,-0.26315789,0.12195122,-0.38461538,0.10000000,0.00000000,-0.09090909
