Genre,Average EI index
Science & Technology,0.14208095251491987
Education,-0.06066424057464296
Entertainment,-0.1554503806143635
Nonprofits & Activism,0.023095752806672327
People & Blogs,-0.08795991230526647
Howto & Style,0.040950158046409724
News & Politics,0.08427369968437473
Comedy,-0.011974824695734456
Music,-0.10188184583670148
Sports,-0.10110234544610794
Film & Animation,0.26250486526166106
Gaming,-0.11878310827948206
Travel & Events,0.09555441419989928
Autos & Vehicles,-0.04084863367973913
Pets & Animals,0.08756088533303966
