Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.39344262,0.42635659,0.08641975,0.41269841,0.17777778,0.19565217,0.06918239,0.14942529,0.30841121,-0.12121212,0.26732673,-0.20325203,0.36752137,-0.38317757,0.00000000
Education,0.00000000,0.19925512,-0.16847826,0.21100917,-0.05651106,-0.11111111,-0.13756614,-0.00467290,0.04444444,-0.34375000,0.04867257,-0.33956386,0.10602911,-0.64122137,-0.11688312
Entertainment,0.11226252,0.00000000,-0.19813520,0.16693679,-0.07083333,-0.21226415,-0.12719298,0.01532567,0.03201507,-0.41597796,0.03564728,-0.47701149,0.08865248,-0.53892216,-0.16553288
Nonprofits & Activism,0.16793893,0.22419929,0.00000000,0.26351351,-0.06862745,-0.09000000,-0.04306220,0.05627706,0.05217391,-0.33742331,0.19259259,-0.45333333,0.08403361,-0.48299320,-0.10659898
People & Blogs,0.11864407,0.16129032,-0.16331096,0.00000000,-0.03792415,-0.12068966,-0.06122449,0.01701323,0.09878683,-0.39410188,0.06474820,-0.49425287,0.06306306,-0.47727273,-0.18721461
Howto & Style,0.26732673,0.33532934,-0.07766990,0.36931818,0.00000000,-0.09900990,-0.02304147,0.13618677,0.19272727,-0.31360947,0.18081181,-0.38750000,0.21830986,-0.43225806,-0.02304147
News & Politics,0.35433071,0.34136546,0.05202312,0.42657343,0.05202312,0.00000000,0.05747126,0.18000000,0.28070175,-0.20588235,0.21904762,-0.28125000,0.27111111,-0.47747748,0.14583333
Comedy,0.18115942,0.27564103,-0.06103286,0.34110787,-0.03196347,-0.10243902,0.00000000,-0.02262443,0.11718750,-0.29885057,0.13740458,-0.38650307,0.16296296,-0.50666667,-0.14141414
Music,0.21714286,0.31840796,-0.05791506,0.32512315,0.03180212,-0.07450980,-0.11836735,0.00000000,0.07432432,-0.28638498,0.16463415,-0.39086294,0.10163934,-0.43455497,-0.15611814
Sports,0.05145414,0.12757202,-0.27327327,0.19848771,-0.12765957,-0.18435754,-0.19436620,-0.14285714,0.00000000,-0.44709898,-0.01435407,-0.48251748,0.02304147,-0.60606061,-0.20454545
Film & Animation,0.42857143,0.43243243,0.12500000,0.45806452,0.16000000,0.12500000,0.18446602,0.28813559,0.31707317,0.00000000,0.35877863,-0.31250000,0.25663717,-0.23529412,0.16000000
Gaming,0.01282051,0.08875740,-0.17857143,0.12333966,-0.18158568,-0.28690808,-0.21578947,-0.09478673,-0.05720824,-0.44375000,0.00000000,-0.54000000,-0.04761905,-0.54000000,-0.28690808
Travel & Events,0.61832061,0.56896552,0.24242424,0.55752212,0.32432432,0.29577465,0.33333333,0.41176471,0.49494949,-0.06382979,0.46808511,0.00000000,0.54128440,-0.08695652,0.32432432
Autos & Vehicles,0.16157205,0.23046092,-0.19626168,0.21149897,-0.05205479,-0.14626866,-0.10028653,-0.06666667,0.07246377,-0.46007605,0.04477612,-0.39130435,0.00000000,-0.47126437,-0.09090909
Pets & Animals,0.30555556,0.50980392,0.20634921,0.57264957,0.27536232,0.07407407,0.19354839,0.36708861,0.35064935,0.01960784,0.46808511,-0.08695652,0.46808511,0.00000000,0.13793103
