Genre,Average EI index
Science & Technology,0.15332661415637075
Education,-0.09359624320795788
Entertainment,-0.12535931037980116
Nonprofits & Activism,-0.038664969412759105
People & Blogs,-0.10088897372864944
Howto & Style,0.02456283436099193
News & Politics,0.10113364940599932
Comedy,-0.024002205890019036
Music,-0.020402810116065574
Sports,-0.16260964095830674
Film & Animation,0.19616891692508198
Gaming,-0.18915779883876824
Travel & Events,0.3593061804305095
Autos & Vehicles,-0.08959431072901734
Pets & Animals,0.2758452545018227
