Genre,Average EI index
Science & Technology,0.029142067104265226
Education,-0.084946517656483
Entertainment,-0.08317628227407603
Nonprofits & Activism,-0.06822430688542781
People & Blogs,-0.12623699925252302
Howto & Style,-0.000604373959908751
News & Politics,0.09137140520767792
Comedy,0.014211606927431156
Music,-0.08547333198010373
Sports,-0.1303397198424882
Film & Animation,0.21168149597919106
Gaming,-0.145547289682381
Travel & Events,0.06200012320974124
Autos & Vehicles,-0.146076015346583
Pets & Animals,0.16457209761880207
