Genre,Average EI index
Science & Technology,0.041166779952538195
Education,-0.11574301859198065
Entertainment,-0.16228351501603955
Nonprofits & Activism,-0.10114299005674443
People & Blogs,-0.09477167225464846
Howto & Style,0.02695596148029166
News & Politics,0.11465438909796496
Comedy,-0.003297217736747999
Music,-0.07680697039312877
Sports,-0.09435256431553439
Film & Animation,0.23325695070125985
Gaming,-0.12176751396389707
Travel & Events,0.2468706988048281
Autos & Vehicles,-0.15826933779623062
Pets & Animals,0.13083438216392068
