Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.27049180,0.33828996,0.04812834,0.31800766,0.01657459,0.00558659,0.02732240,0.14832536,0.20179372,-0.35877863,0.26748971,-0.35877863,0.23275862,-0.34848485,0.00000000
Education,0.00000000,0.21722846,-0.16434540,0.26537786,-0.02200489,-0.10875332,-0.08854167,0.03686636,0.05000000,-0.33974359,0.02336449,-0.46153846,0.13457557,-0.54814815,-0.14835165
Entertainment,0.13043478,0.00000000,-0.17924528,0.20382166,-0.11111111,-0.12107623,-0.11856823,-0.04384134,0.09747292,-0.31578947,0.04942966,-0.47058824,0.06542056,-0.54798762,-0.16279070
Nonprofits & Activism,0.16279070,0.23404255,0.00000000,0.25259516,0.00460829,-0.18032787,-0.07462687,-0.04854369,0.12903226,-0.22727273,0.08860759,-0.39354839,0.16602317,-0.44000000,-0.04854369
People & Blogs,0.14285714,0.16666667,-0.19733925,0.00000000,-0.10882957,-0.20535714,-0.08651911,0.03052065,0.05096661,-0.40992167,0.04085258,-0.47540984,0.05096661,-0.54285714,-0.22171946
Howto & Style,0.22324159,0.22324159,-0.07627119,0.26162791,0.00000000,-0.09012876,-0.04526749,0.01550388,0.06273063,-0.32291667,0.21118012,-0.42696629,0.08303249,-0.52095808,-0.15981735
News & Politics,0.32283465,0.39007092,-0.06832298,0.34848485,0.10416667,0.00000000,-0.01176471,0.19248826,0.18867925,-0.14666667,0.24229075,-0.23741007,0.22869955,-0.39837398,0.02272727
Comedy,0.26811594,0.32214765,-0.04123711,0.38414634,0.06912442,-0.09189189,0.00000000,-0.00497512,0.21400778,-0.23170732,0.22900763,-0.32026144,0.17551020,-0.41258741,-0.03589744
Music,0.18733509,0.19582245,-0.22222222,0.30158730,-0.08070175,-0.09608541,-0.21259843,0.00000000,0.07784431,-0.50243902,0.09677419,-0.38116592,0.06948640,-0.63829787,-0.12408759
Sports,0.04761905,0.18287938,-0.20000000,0.17485265,-0.18644068,-0.25000000,-0.14754098,-0.07692308,0.00000000,-0.50537634,0.03669725,-0.50000000,-0.02189781,-0.56716418,-0.22093023
Film & Animation,0.54887218,0.62500000,0.38775510,0.58041958,0.36842105,0.36170213,0.35483871,0.25925926,0.39393939,0.00000000,0.53125000,-0.05263158,0.48275862,-0.22448980,0.16666667
Gaming,0.05542169,0.16949153,-0.20615385,0.19836401,-0.00255754,-0.16320475,-0.09803922,-0.02349869,0.07109005,-0.33333333,0.00000000,-0.51351351,0.07981221,-0.49049430,-0.12000000
Travel & Events,0.41284404,0.47540984,0.18987342,0.50000000,0.22891566,0.24705882,0.23809524,0.36633663,0.37254902,-0.08474576,0.32631579,0.00000000,0.41818182,-0.20754717,0.13513514
Autos & Vehicles,0.11836735,0.13772455,-0.17711172,0.16116505,-0.18032787,-0.22379603,-0.20000000,-0.09923664,-0.03597122,-0.43046358,0.03139013,-0.46938776,0.00000000,-0.61797753,-0.20334262
Pets & Animals,0.27083333,0.35185185,0.09090909,0.39130435,0.06666667,0.02777778,0.09090909,-0.01449275,0.24731183,-0.29629630,0.31372549,-0.25000000,0.18604651,0.00000000,0.10256410
