Genre,Average EI index
Science & Technology,0.05776619045901823
Education,-0.08242959920572604
Entertainment,-0.1088870455325028
Nonprofits & Activism,-0.026797393357418705
People & Blogs,-0.12608020942196602
Howto & Style,-0.040126258562210734
News & Politics,0.08413598247129529
Comedy,0.03739301750673231
Music,-0.09491060430775808
Sports,-0.15958749853190318
Film & Animation,0.3416972370406669
Gaming,-0.09832969414261347
Travel & Events,0.2584587484498753
Autos & Vehicles,-0.15635484860974694
Pets & Animals,0.1127936458356779
