Genre,Average EI index
Science & Technology,0.09209673366671074
Education,-0.10201820692054238
Entertainment,-0.16259204165152571
Nonprofits & Activism,-0.069990258687201
People & Blogs,-0.09521144388653759
Howto & Style,-0.04352405431801716
News & Politics,-0.038270205969952446
Comedy,0.021374930479752526
Music,-0.07882881628023812
Sports,-0.1312110513317252
Film & Animation,0.10827417258953176
Gaming,-0.16359472600160005
Travel & Events,0.11742294558797572
Autos & Vehicles,-0.12466656789086802
Pets & Animals,0.1505941317205241
