Genre,Average EI index
Science & Technology,0.061464428129334156
Education,-0.10034957144601127
Entertainment,-0.14751680962138977
Nonprofits & Activism,0.04348967536293251
People & Blogs,-0.056348369735917156
Howto & Style,0.0503878604373058
News & Politics,0.05365093975092055
Comedy,0.01340290500125288
Music,-0.041012896744315595
Sports,-0.12335839890239382
Film & Animation,0.07603461240157652
Gaming,-0.15043498703375802
Travel & Events,0.14720857016231956
Autos & Vehicles,-0.14075121746390598
Pets & Animals,0.1403192794174807
