Genre,Average EI index
Science & Technology,0.1515872364534938
Education,-0.10560584565391738
Entertainment,-0.09021120776583473
Nonprofits & Activism,-0.09278925061270961
People & Blogs,-0.1097265575559175
Howto & Style,-0.018197350585455827
News & Politics,0.016141447937410177
Comedy,-0.051629718899270025
Music,-0.057076919001324944
Sports,-0.20788328514086388
Film & Animation,0.19713781291888183
Gaming,-0.18635137913727792
Travel & Events,0.16231467655023596
Autos & Vehicles,-0.2227962064789848
Pets & Animals,0.15103269851756135
