Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.33054393,0.39163498,0.10112360,0.42857143,0.21951220,0.06976744,0.10614525,0.17948718,0.18367347,-0.28000000,0.24528302,-0.34453782,0.24528302,-0.31147541,0.00000000
Education,0.00000000,0.14177694,-0.14070352,0.21180556,-0.17010309,-0.09397590,-0.07328605,-0.09927361,-0.03416856,-0.49342105,0.08467742,-0.43670886,0.05219207,-0.49834983,-0.17616580
Entertainment,0.05779335,0.00000000,-0.23112128,0.16589147,-0.09572301,-0.20898876,-0.10927835,-0.08249497,0.04778761,-0.36548223,-0.03262956,-0.49444444,0.04440497,-0.58702065,-0.19026549
Nonprofits & Activism,0.17123288,0.16262976,0.00000000,0.21172638,-0.19801980,-0.17475728,-0.16908213,-0.05676856,0.09363296,-0.38285714,0.08679245,-0.61333333,0.04724409,-0.51250000,-0.10502283
People & Blogs,0.11323764,0.14984709,-0.19827586,0.00000000,-0.06106870,-0.23008850,-0.17052632,-0.01090909,0.04794521,-0.35941320,0.00536673,-0.47480106,-0.00907441,-0.57954545,-0.16317992
Howto & Style,0.12982456,0.28323699,-0.20975610,0.32972973,0.00000000,-0.05531915,-0.03333333,0.01976285,0.11743772,-0.37777778,0.14776632,-0.49397590,0.14776632,-0.49397590,0.00401606
News & Politics,0.34285714,0.31343284,-0.03954802,0.30827068,0.09359606,0.00000000,-0.02222222,0.15596330,0.17117117,-0.26896552,0.20346320,-0.35294118,0.18942731,-0.50819672,0.00000000
Comedy,0.34707904,0.38906752,-0.04972376,0.34931507,0.09952607,-0.03825137,0.00000000,0.11214953,0.24603175,-0.28378378,0.19148936,-0.19496855,0.20168067,-0.38686131,0.02061856
Music,0.12727273,0.22580645,-0.14285714,0.30769231,-0.05494505,-0.06666667,-0.09505703,0.00000000,0.16279070,-0.33953488,0.09433962,-0.38461538,0.15542522,-0.51578947,-0.11196911
Sports,0.06801008,0.23076923,-0.11782477,0.24643585,-0.08187135,-0.17460317,-0.08187135,0.03896104,0.00000000,-0.37037037,0.09535452,-0.44531250,0.11904762,-0.55462185,-0.22923588
Film & Animation,0.33913043,0.53374233,0.17391304,0.55029586,0.19148936,0.16483516,0.16483516,0.30275229,0.38211382,0.00000000,0.42424242,-0.10144928,0.37704918,-0.24590164,0.08433735
Gaming,0.10699588,0.07462687,-0.20221607,0.12851406,-0.13020833,-0.21910112,-0.21568627,-0.10997442,0.01587302,-0.39549839,0.00000000,-0.52280702,0.05652174,-0.51219512,-0.24355301
Travel & Events,0.30882353,0.31884058,-0.23684211,0.35616438,-0.05617978,-0.03296703,0.15315315,0.15315315,0.20338983,-0.20512821,0.18260870,0.00000000,0.15315315,-0.62068966,-0.09302326
Autos & Vehicles,0.08387097,0.15976331,-0.23121387,0.12345679,-0.12105263,-0.22413793,-0.19662921,-0.03902439,0.04910714,-0.43434343,0.06578947,-0.53790614,0.00000000,-0.56043956,-0.23478261
Pets & Animals,0.43396226,0.40000000,0.13043478,0.42307692,0.16666667,0.00000000,0.16666667,0.21052632,0.27710843,-0.13207547,0.40000000,-0.46341463,0.33333333,0.00000000,0.16666667
