Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.33834586,0.33584906,-0.04142012,0.36000000,0.12000000,0.05376344,0.02222222,0.16190476,0.21777778,-0.34351145,0.20720721,-0.38582677,0.21428571,-0.55752212,0.00000000
Education,0.00000000,0.16216216,-0.06633907,0.25429553,-0.12144703,-0.13315927,-0.16042781,-0.03087886,0.05652174,-0.32721713,0.06060606,-0.48630137,0.04615385,-0.53900709,-0.09873418
Entertainment,0.10661765,0.00000000,-0.20000000,0.25460123,-0.02748414,-0.12240185,-0.04516129,0.05813953,0.04705882,-0.35000000,0.05263158,-0.37677054,0.03571429,-0.59344262,-0.15714286
Nonprofits & Activism,0.27516779,0.20000000,0.00000000,0.19702602,0.01818182,-0.13684211,-0.04347826,0.04845815,0.15625000,-0.41176471,0.10743802,-0.38461538,0.11111111,-0.46938776,-0.14285714
People & Blogs,0.14062500,0.19590643,-0.26146789,0.00000000,-0.10887097,-0.23873874,-0.14345114,-0.06796117,0.00181488,-0.38888889,0.06779661,-0.43979058,0.06303237,-0.54494382,-0.19047619
Howto & Style,0.21863799,0.35693215,0.01357466,0.33939394,0.00000000,0.00456621,0.03111111,-0.00460829,0.22695035,-0.23863636,0.21582734,-0.32926829,0.18045113,-0.35403727,0.01357466
News & Politics,0.31746032,0.37681159,-0.02380952,0.32549020,0.12244898,0.00000000,0.06521739,0.14000000,0.25541126,-0.21126761,0.23555556,-0.26470588,0.21461187,-0.44537815,0.06521739
Comedy,0.22178988,0.37888199,-0.00502513,0.34640523,0.07407407,-0.01010101,0.00000000,0.04761905,0.20634921,-0.23456790,0.14893617,-0.33333333,0.24242424,-0.39860140,-0.04166667
Music,0.17241379,0.30935252,-0.09505703,0.25000000,-0.14285714,-0.11627907,-0.13385827,0.00000000,0.13253012,-0.41176471,0.18644068,-0.46192893,0.12990937,-0.51578947,-0.08270677
Sports,0.10958904,0.15584416,-0.13702624,0.17197452,-0.05978261,-0.14705882,-0.12391931,-0.01827676,0.00000000,-0.35888502,0.04176904,-0.48288973,0.06250000,-0.61825726,-0.17469880
Film & Animation,0.39240506,0.41818182,-0.03225806,0.43195266,0.16521739,0.07692308,0.12727273,0.11111111,0.31428571,0.00000000,0.20000000,-0.43283582,0.16521739,-0.21518987,-0.05494505
Gaming,0.06290672,0.11111111,-0.23428571,0.18644068,-0.12207792,-0.21690141,-0.23076923,-0.01408451,-0.00934579,-0.50000000,0.00000000,-0.52112676,0.03355705,-0.53736655,-0.23428571
Travel & Events,0.42857143,0.57142857,0.23076923,0.56204380,0.29411765,0.25000000,0.25000000,0.27710843,0.38775510,-0.22448980,0.38775510,0.00000000,0.41747573,-0.09090909,0.13043478
Autos & Vehicles,0.01061571,0.05668016,-0.26630435,0.14495413,-0.19487179,-0.27322404,-0.17380353,-0.10952381,-0.02643172,-0.55333333,-0.00431034,-0.52287582,0.00000000,-0.60689655,-0.26287263
Pets & Animals,0.31313131,0.29166667,0.06849315,0.40869565,0.20930233,-0.01492537,0.11688312,0.15000000,0.15000000,-0.04615385,0.31313131,-0.15254237,0.25274725,0.00000000,-0.15254237
