Genre,Average EI index
Science & Technology,0.05021968437507877
Education,-0.09884088964263947
Entertainment,-0.09411715734790567
Nonprofits & Activism,-0.03395088938916583
People & Blogs,-0.13681529196222905
Howto & Style,0.04817638073354395
News & Politics,0.08379024214273838
Comedy,0.045941743194179395
Music,-0.05568535142568999
Sports,-0.1127941277787781
Film & Animation,0.11909558161583915
Gaming,-0.15901628852436703
Travel & Events,0.27657578108583153
Autos & Vehicles,-0.19872842245828878
Pets & Animals,0.1362776304249297
