Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.32830189,0.26141079,0.05820106,0.37979094,0.10552764,-0.02298851,0.00558659,0.19090909,0.15238095,-0.33834586,0.18721461,-0.28057554,0.22270742,-0.47107438,0.00000000
Education,0.00000000,0.26373626,-0.08355795,0.23282443,-0.02551020,-0.12605042,-0.12921348,0.01711491,0.08636364,-0.37671233,0.12418301,-0.39583333,0.15546218,-0.51127820,-0.06631300
Entertainment,0.13861386,0.00000000,-0.18367347,0.21028744,-0.10359408,-0.22248244,-0.07186858,-0.08977035,0.03690037,-0.34190231,0.03512015,-0.49570201,0.03512015,-0.63125000,-0.26392252
Nonprofits & Activism,0.24542125,0.27208481,0.00000000,0.21969697,0.04629630,0.05504587,-0.04568528,0.11587983,0.11587983,-0.37333333,0.09251101,-0.34640523,0.05504587,-0.48201439,-0.01477833
People & Blogs,0.09677419,0.20120120,-0.24590164,0.00000000,-0.08793456,-0.18222222,-0.15652174,-0.00948767,0.05338078,-0.34005038,0.06993007,-0.38541667,0.06172840,-0.49019608,-0.14655172
Howto & Style,0.21269841,0.26190476,-0.04641350,0.28530259,0.00000000,-0.08296943,-0.09734513,-0.02057613,0.16778523,-0.44186047,0.12676056,-0.40112994,0.13888889,-0.44186047,-0.05982906
News & Politics,0.27868852,0.30708661,0.13300493,0.35294118,0.08808290,0.00000000,0.04864865,0.15789474,0.15789474,-0.18120805,0.26359833,-0.34351145,0.21428571,-0.39682540,-0.01734104
Comedy,0.15671642,0.33333333,-0.09178744,0.26384365,-0.05116279,-0.07619048,0.00000000,0.09600000,0.07377049,-0.29142857,0.11023622,-0.34523810,0.15671642,-0.46753247,-0.11330049
Music,0.22713864,0.24928367,-0.00383142,0.33163265,-0.04800000,-0.03968254,0.02238806,0.00000000,0.14379085,-0.34358974,0.17610063,-0.31000000,0.17088608,-0.40106952,0.00000000
Sports,0.02575107,0.10629921,-0.27170868,0.13193117,-0.13216958,-0.30459770,-0.26815642,-0.12935323,0.00000000,-0.49342105,-0.02483070,-0.55479452,0.01304348,-0.66911765,-0.30459770
Film & Animation,0.41085271,0.54216867,0.10588235,0.55029586,0.11627907,0.23232323,0.24000000,0.25490196,0.33913043,0.00000000,0.41538462,-0.05555556,0.36666667,-0.28813559,0.07317073
Gaming,0.09090909,0.13131313,-0.26843658,0.17466411,-0.14666667,-0.17486339,-0.20786517,-0.06965174,0.00232019,-0.40065147,0.00000000,-0.54121864,0.02714932,-0.53571429,-0.24637681
Travel & Events,0.55357143,0.55752212,0.33333333,0.65034965,0.35897436,0.26470588,0.37500000,0.46808511,0.44444444,0.15254237,0.43820225,0.00000000,0.37500000,-0.13636364,0.33333333
Autos & Vehicles,0.12244898,0.13131313,-0.30303030,0.16666667,-0.13456464,-0.22507123,-0.16216216,-0.07500000,0.04017857,-0.44781145,0.02714932,-0.59259259,0.00000000,-0.56363636,-0.21126761
Pets & Animals,0.35416667,0.31111111,0.07462687,0.49180328,0.21518987,0.10144928,0.13888889,0.28735632,0.18421053,-0.19230769,0.35416667,-0.24000000,0.31868132,0.00000000,0.01587302
