Genre,Average EI index
Science & Technology,0.05564619236514929
Education,-0.05962746288562602
Entertainment,-0.13915169939288632
Nonprofits & Activism,-0.0031682017739981805
People & Blogs,-0.11151914510489004
Howto & Style,-0.02847454835625337
News & Politics,0.07594574032245616
Comedy,-0.01757312883380224
Music,0.01250338274231039
Sports,-0.20540873643484964
Film & Animation,0.23595465438905236
Gaming,-0.15464920765417714
Travel & Events,0.3691929032389289
Autos & Vehicles,-0.15909854810501395
Pets & Animals,0.17251543691964658
