Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.46125461,0.40408163,0.10429448,0.43190661,0.16091954,0.13609467,-0.07352941,0.24352332,0.31455399,-0.14960630,0.30476190,-0.17741935,0.35111111,-0.37735849,0.00000000
Education,0.00000000,0.17073171,-0.21095890,0.17843866,-0.03271028,-0.16010499,-0.11335013,-0.01609195,-0.02314815,-0.41666667,0.07724426,-0.43973941,0.07337526,-0.52413793,-0.05489260
Entertainment,0.08145581,0.00000000,-0.22401848,0.21130952,-0.15468410,-0.20454545,-0.17256637,0.00934579,0.05693950,-0.35204082,-0.00569260,-0.48876404,0.02033272,-0.59159159,-0.21281465
Nonprofits & Activism,0.11627907,0.19148936,0.00000000,0.23489933,-0.08056872,-0.16326531,-0.01333333,0.06557377,0.07692308,-0.33333333,0.04602510,-0.46153846,0.10236220,-0.48051948,-0.11764706
People & Blogs,0.10839161,0.22960725,-0.16173121,0.00000000,-0.00591716,-0.12087912,-0.14349776,0.00000000,0.08273381,-0.41274238,0.09252669,-0.44886364,0.10526316,-0.46131805,-0.16173121
Howto & Style,0.26219512,0.23174603,-0.11009174,0.35120643,0.00000000,-0.08520179,-0.06607930,0.02419355,0.12949640,-0.35955056,0.17966102,-0.42352941,0.15972222,-0.52201258,-0.09009009
News & Politics,0.31147541,0.35135135,-0.01204819,0.40845070,0.09677419,0.00000000,0.06666667,0.13402062,0.24324324,-0.19148936,0.22580645,-0.31250000,0.28813559,-0.33333333,0.06666667
Comedy,0.21379310,0.24252492,-0.01333333,0.25245902,-0.03636364,-0.08571429,0.00000000,0.06938776,0.16483516,-0.26666667,0.17985612,-0.40740741,0.11969112,-0.53020134,-0.28813559
Music,0.25513196,0.36020151,0.01167315,0.33507853,0.00000000,-0.07172996,0.01550388,0.00000000,0.10247350,-0.34391534,0.15614618,-0.32291667,0.24629080,-0.47674419,-0.02834008
Sports,-0.00471698,0.16470588,-0.23121387,0.17120623,-0.15135135,-0.21367521,-0.14516129,-0.15447154,0.00000000,-0.50000000,0.02293578,-0.47916667,0.01843318,-0.61977186,-0.20679887
Film & Animation,0.47967480,0.59748428,0.28089888,0.53623188,0.28089888,0.28089888,0.34693878,0.31914894,0.37864078,0.00000000,0.53956835,0.04477612,0.41284404,-0.08474576,0.25581395
Gaming,0.11688312,0.12446352,-0.24012158,0.20156556,-0.07936508,-0.21068249,-0.10869565,-0.07936508,0.04449649,-0.31189711,0.00000000,-0.47826087,0.03087886,-0.48905109,-0.19648094
Travel & Events,0.52212389,0.54237288,0.21739130,0.56451613,0.28947368,0.23943662,0.28000000,0.41304348,0.47058824,0.12903226,0.45454545,0.00000000,0.46000000,-0.20000000,0.30769231
Autos & Vehicles,0.14285714,0.17948718,-0.15662651,0.24260355,-0.06963788,-0.11627907,-0.13946588,0.04477612,0.07021792,-0.42750929,0.06112469,-0.44905660,0.00000000,-0.56734694,-0.11627907
Pets & Animals,0.42268041,0.41666667,0.17647059,0.54098361,0.15151515,0.20000000,0.11111111,0.23287671,0.28205128,-0.01818182,0.42857143,-0.21739130,0.30864198,0.00000000,0.08196721
