Genre,Average EI index
Science & Technology,0.15247059424731094
Education,-0.10657222302395894
Entertainment,-0.14480962518321655
Nonprofits & Activism,-0.05833241264137885
People & Blogs,-0.09272557163549
Howto & Style,-0.02273819255818219
News & Politics,0.09594428650865218
Comedy,-0.027519648104719185
Music,0.017060948665131324
Sports,-0.16636047022108633
Film & Animation,0.3335051976663506
Gaming,-0.11968802515078421
Travel & Events,0.33501544616624485
Autos & Vehicles,-0.0929381882908865
Pets & Animals,0.222711644664426
