Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.42477876,0.44680851,0.18238994,0.50191571,0.25714286,0.24418605,0.22619048,0.29729730,0.35643564,-0.02362205,0.34343434,-0.23809524,0.37799043,-0.36842105,0.00000000
Education,0.00000000,0.12248629,-0.16222760,0.12885662,-0.16504854,-0.16504854,-0.14832536,-0.03448276,-0.01479915,-0.47239264,0.00414938,-0.45015106,0.00621118,-0.55844156,-0.19700748
Entertainment,0.06968641,0.00000000,-0.18666667,0.17080745,-0.11715481,-0.25352113,-0.16086957,-0.00945180,0.00558659,-0.39425587,0.04472272,-0.50422535,0.06479860,-0.57988166,-0.22196796
Nonprofits & Activism,0.20557491,0.23232323,0.00000000,0.22184300,-0.14000000,-0.10679612,-0.11764706,0.00869565,0.08433735,-0.43396226,0.12307692,-0.52000000,0.09163347,-0.57241379,-0.09615385
People & Blogs,0.09893993,0.19303797,-0.17511521,0.00000000,0.00584795,-0.11353712,-0.07822410,-0.00990099,0.07608696,-0.33507853,0.09252669,-0.48688047,0.07272727,-0.42061281,-0.13082040
Howto & Style,0.12418301,0.22318841,-0.21818182,0.31632653,0.00000000,-0.19642857,-0.09387755,-0.04280156,0.11842105,-0.39583333,0.07586207,-0.43315508,0.08532423,-0.49720670,-0.09836066
News & Politics,0.28838951,0.25196850,-0.01604278,0.36241611,-0.02702703,0.00000000,0.00000000,0.12037037,0.15178571,-0.35714286,0.14798206,-0.30136986,0.15555556,-0.38686131,0.05940594
Comedy,0.21917808,0.25732899,-0.11764706,0.31325301,-0.01333333,-0.09090909,0.00000000,0.02564103,0.07692308,-0.39024390,0.11284047,-0.29545455,0.09163347,-0.43396226,-0.05069124
Music,0.25842697,0.32994924,-0.06451613,0.30890052,-0.03529412,-0.04347826,-0.04761905,0.00000000,0.19266055,-0.39682540,0.14838710,-0.41176471,0.17241379,-0.44262295,-0.04761905
Sports,0.06636156,0.13924051,-0.20353982,0.18562874,-0.09090909,-0.22522523,-0.21068249,-0.02255639,0.00000000,-0.36000000,0.05116279,-0.49450549,0.00970874,-0.59375000,-0.19648094
Film & Animation,0.34375000,0.46835443,0.03448276,0.50295858,0.16000000,0.03448276,0.08695652,0.15151515,0.39130435,0.00000000,0.37777778,-0.33333333,0.36842105,-0.21739130,0.19230769
Gaming,0.03640257,0.12959381,-0.21293801,0.15413534,-0.18110236,-0.27478754,-0.22282609,-0.11662531,0.00221729,-0.41509434,0.00000000,-0.55172414,-0.01351351,-0.61870504,-0.25698324
Travel & Events,0.32846715,0.31343284,-0.12195122,0.31343284,0.07070707,0.05154639,0.14814815,0.08910891,0.20000000,-0.37313433,0.17117117,0.00000000,0.22033898,-0.46031746,-0.06976744
Autos & Vehicles,0.02966102,0.14071295,-0.25136612,0.12595420,-0.18041237,-0.27576602,-0.25136612,-0.10096154,-0.04805492,-0.43125000,-0.02232143,-0.52159468,0.00000000,-0.61837456,-0.22788204
Pets & Animals,0.47826087,0.49473684,0.12727273,0.62500000,0.30434783,0.27272727,0.30434783,0.36000000,0.36842105,0.05882353,0.37662338,-0.17073171,0.38461538,0.00000000,0.11111111
