Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.38775510,0.40476190,0.10714286,0.39516129,0.21465969,0.03225806,0.16201117,0.16666667,0.35064935,-0.25000000,0.31506849,-0.30434783,0.30875576,-0.28205128,0.00000000
Education,0.00000000,0.15547025,-0.22222222,0.17757009,-0.06024096,-0.12531969,-0.12531969,-0.01616628,0.06382979,-0.35802469,0.05579399,-0.48148148,0.11111111,-0.50170648,-0.12820513
Entertainment,0.04878049,0.00000000,-0.32846715,0.14820593,-0.15677966,-0.15923567,-0.15677966,-0.06640625,0.05699482,-0.49589041,0.06825939,-0.45212766,0.02673797,-0.59183673,-0.21333333
Nonprofits & Activism,0.12903226,0.12195122,0.00000000,0.28000000,-0.00934579,-0.01886792,0.03571429,0.06493506,0.09243697,-0.27058824,0.07692308,-0.52112676,0.17870722,-0.50000000,-0.07462687
People & Blogs,0.09185442,0.16825397,-0.15418502,0.00000000,-0.05432596,-0.15164835,-0.15418502,0.02056075,0.12520868,-0.37172775,0.07092199,-0.43169399,0.09342561,-0.55029586,-0.20459770
Howto & Style,0.25806452,0.26751592,-0.04072398,0.34285714,0.00000000,-0.09004739,0.00862069,0.07630522,0.12213740,-0.28491620,0.15129151,-0.41104294,0.20415225,-0.36904762,0.00432900
News & Politics,0.34645669,0.40925267,0.11229947,0.39855072,0.07262570,0.00000000,0.10752688,0.22429907,0.17821782,-0.21167883,0.25892857,-0.32800000,0.20574163,-0.45614035,-0.01840491
Comedy,0.19580420,0.26751592,0.00432900,0.25081433,0.00862069,-0.05504587,0.00000000,0.00862069,0.08000000,-0.39393939,0.08366534,-0.41104294,0.11877395,-0.46496815,-0.05022831
Music,0.23478261,0.28840970,-0.03529412,0.34814815,0.00751880,-0.00380228,-0.06024096,0.00000000,0.15384615,-0.24528302,0.11705686,-0.37500000,0.16190476,-0.42702703,-0.11392405
Sports,0.13895216,0.23636364,-0.18495298,0.28136882,-0.12500000,-0.22727273,-0.16666667,-0.02439024,0.00000000,-0.45945946,0.05970149,-0.48818898,0.06896552,-0.54918033,-0.09565217
Film & Animation,0.35947712,0.30496454,0.11711712,0.42011834,0.13274336,0.04854369,0.01010101,0.24031008,0.17647059,0.00000000,0.22222222,-0.10112360,0.25190840,-0.42028986,-0.04255319
Gaming,0.01234568,0.13200723,-0.31147541,0.11439114,-0.21212121,-0.25984252,-0.27659574,-0.17936118,-0.05960265,-0.51419558,0.00000000,-0.53846154,-0.08108108,-0.63265306,-0.25000000
Travel & Events,0.30508475,0.43055556,-0.09333333,0.43448276,0.07865169,0.01204819,0.07865169,0.18811881,0.22641509,-0.01234568,0.27433628,0.00000000,0.26126126,-0.46428571,-0.01234568
Autos & Vehicles,0.15546218,0.17791411,-0.12921348,0.22243714,-0.07200000,-0.22935780,-0.15850144,-0.04687500,0.03827751,-0.42049470,0.00740741,-0.48339483,0.00000000,-0.55212355,-0.17201166
Pets & Animals,0.41747573,0.40000000,0.09090909,0.43396226,0.27710843,0.01639344,0.16666667,0.27710843,0.29411765,-0.20000000,0.28571429,-0.33333333,0.31818182,0.00000000,0.16666667
