Genre,Average EI index
Science & Technology,0.27307300678451096
Education,-0.05675355144651536
Entertainment,-0.10910545140759696
Nonprofits & Activism,0.02329584990218806
People & Blogs,-0.09760937280251554
Howto & Style,0.009430625538365505
News & Politics,0.08734664505820151
Comedy,-0.03942672951398115
Music,-0.030645957839449005
Sports,-0.08588546850800248
Film & Animation,0.22153795230340934
Gaming,-0.1770850655366679
Travel & Events,0.3042667375921571
Autos & Vehicles,-0.0898728577329206
Pets & Animals,0.197718711993799
