Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.48416290,0.51072961,0.26451613,0.55468750,0.32941176,0.25490196,0.24503311,0.27388535,0.42713568,0.01724138,0.41538462,-0.01785714,0.48878924,-0.42500000,0.00000000
Education,0.00000000,0.21188119,-0.10249307,0.30782609,-0.04461942,-0.06133333,-0.10863510,0.08083141,0.11358575,-0.33557047,0.05463183,-0.44202899,0.15856237,-0.53076923,-0.09641873
Entertainment,0.09874327,0.00000000,-0.08423326,0.20063694,-0.07956989,-0.11804009,-0.19523810,0.01568627,0.01375246,-0.35675676,0.11619718,-0.48520710,0.01181102,-0.48961424,-0.17564403
Nonprofits & Activism,0.25581395,0.37662338,0.00000000,0.28624535,0.03030303,-0.06666667,0.00000000,0.03517588,0.16883117,-0.28000000,0.16521739,-0.40145985,0.22267206,-0.47692308,0.01030928
People & Blogs,0.18611987,0.18740157,-0.19721578,0.00000000,-0.05737705,-0.18348624,-0.12173913,-0.00781250,0.09473684,-0.37600000,0.09314587,-0.38709677,0.03189493,-0.50000000,-0.12910284
Howto & Style,0.22558923,0.30091185,-0.05990783,0.33333333,0.00000000,-0.10047847,-0.02678571,0.10852713,0.20689655,-0.25000000,0.18149466,-0.36094675,0.15750916,-0.57534247,-0.00877193
News & Politics,0.35384615,0.40425532,0.00000000,0.35877863,0.05617978,0.00000000,0.12500000,0.16831683,0.18446602,-0.34400000,0.19617225,-0.33333333,0.31983806,-0.33333333,0.06666667
Comedy,0.15107914,0.17770035,-0.10280374,0.26250000,-0.03964758,-0.04424779,0.00000000,0.07450980,0.15412186,-0.34857143,0.10266160,-0.44785276,0.10606061,-0.48427673,-0.11320755
Music,0.25469169,0.30150754,-0.14876033,0.29262087,0.01418440,-0.08171206,-0.00724638,0.00000000,0.09446254,-0.31132075,0.11182109,-0.44041451,0.11746032,-0.46315789,-0.16317992
Sports,0.14942529,0.16478555,-0.15625000,0.25553320,-0.02777778,-0.20521173,-0.06936416,-0.04815864,0.00000000,-0.41221374,0.07500000,-0.39097744,0.11694511,-0.52263374,-0.13149847
Film & Animation,0.42446043,0.49685535,0.14893617,0.49044586,0.26605505,0.01234568,0.17525773,0.29203540,0.31623932,0.00000000,0.31623932,-0.06666667,0.32773109,-0.29032258,0.19191919
Gaming,-0.00224719,0.17407407,-0.24929972,0.16479401,-0.14652956,-0.28160920,-0.21195652,-0.12342569,-0.01826484,-0.48666667,0.00000000,-0.49664430,0.00446429,-0.57042254,-0.23545706
Travel & Events,0.46666667,0.51304348,0.18840580,0.60563380,0.31707317,0.20000000,0.23287671,0.31707317,0.48623853,0.11111111,0.45631068,0.00000000,0.44000000,-0.40000000,0.32530120
Autos & Vehicles,0.17094017,0.13968958,-0.12463768,0.17270789,-0.10227273,-0.08683473,-0.14117647,-0.04864865,0.09345794,-0.42124542,0.07398568,-0.45864662,0.00000000,-0.44776119,-0.07777778
Pets & Animals,0.37078652,0.50877193,0.09677419,0.50877193,0.05084746,0.20000000,0.18840580,0.29113924,0.34883721,-0.12000000,0.37078652,-0.40000000,0.45098039,0.00000000,-0.09803922
