Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.42358079,0.50375940,0.19512195,0.47619048,0.18518519,0.20481928,0.15384615,0.20000000,0.31606218,-0.14782609,0.37142857,-0.28155340,0.42608696,-0.11864407,0.00000000
Education,0.00000000,0.13761468,-0.14634146,0.20473773,-0.16049383,-0.15763547,-0.24010554,-0.06334842,-0.03070175,-0.31652661,0.03885481,-0.48734177,-0.01511879,-0.54605263,-0.18090452
Entertainment,0.13553114,0.00000000,-0.15970516,0.27718224,-0.03964758,-0.19493671,-0.09767442,0.00631579,0.09751434,-0.34090909,0.12104283,-0.41317365,0.09404990,-0.54248366,-0.08256881
Nonprofits & Activism,0.18243243,0.17123288,0.00000000,0.15087719,-0.08035714,-0.10000000,-0.19801980,-0.03862661,0.06923077,-0.38285714,0.04724409,-0.48466258,0.05098039,-0.66896552,-0.10502283
People & Blogs,0.16530278,0.24107143,-0.21718377,0.00000000,-0.07142857,-0.12582781,-0.10389610,0.03409091,0.05730129,-0.39726027,0.06422018,-0.45714286,0.11149826,-0.48688047,-0.15646259
Howto & Style,0.15254237,0.27113703,-0.09649123,0.27745665,0.00000000,-0.20192308,-0.05485232,0.03474903,0.19093851,-0.35135135,0.09747292,-0.47058824,0.20382166,-0.40449438,-0.13122172
News & Politics,0.30038023,0.26693227,0.03664921,0.36551724,-0.05142857,0.00000000,0.06122449,0.03157895,0.22362869,-0.17948718,0.15596330,-0.46031746,0.23012552,-0.37313433,0.04166667
Comedy,0.09923664,0.24358974,-0.18592965,0.27384615,-0.02608696,-0.06306306,0.00000000,0.07812500,0.08527132,-0.23560209,0.14801444,-0.49367089,0.11610487,-0.50318471,-0.13461538
Music,0.15000000,0.21938776,-0.15471698,0.28169014,-0.06620209,-0.21912351,-0.05154639,0.00000000,0.05846154,-0.39090909,0.10263930,-0.34210526,0.06707317,-0.58549223,-0.21428571
Sports,0.05238095,0.18106996,-0.17751479,0.17938144,-0.03916449,-0.15697674,-0.17404130,-0.07277628,0.00000000,-0.51330798,0.08294931,-0.47955390,0.07441860,-0.54263566,-0.22085890
Film & Animation,0.46107784,0.44099379,0.09090909,0.41935484,0.14285714,0.17431193,0.23728814,0.19642857,0.17431193,0.00000000,0.32835821,-0.25000000,0.12621359,-0.50000000,0.04255319
Gaming,0.10917031,0.19207921,-0.21068249,0.17408907,-0.14606742,-0.23636364,-0.12396694,-0.04081633,0.07061503,-0.39249147,0.00000000,-0.43661972,0.01210654,-0.52808989,-0.17241379
Travel & Events,0.27559055,0.36111111,-0.04545455,0.34751773,-0.01098901,-0.15000000,-0.06976744,0.23966942,0.20689655,-0.26027397,0.26984127,0.00000000,0.15596330,-0.37313433,-0.10843373
Autos & Vehicles,0.02702703,0.13772455,-0.23428571,0.19252336,-0.06666667,-0.19008264,-0.18356164,-0.10485934,0.03355705,-0.57664234,-0.01647059,-0.54838710,0.00000000,-0.59409594,-0.13684211
Pets & Animals,0.48387097,0.48936170,0.00000000,0.57142857,0.37662338,0.27272727,0.23809524,0.25000000,0.42168675,-0.23076923,0.44827586,-0.06666667,0.39240506,0.00000000,0.36842105
