Genre,Average EI index
Science & Technology,0.2119886783690645
Education,-0.043080872124837466
Entertainment,-0.07713182926880771
Nonprofits & Activism,-0.06662425289178725
People & Blogs,-0.14829721953053868
Howto & Style,0.0009606395852032878
News & Politics,0.0011735894036503658
Comedy,0.027117030492722953
Music,-0.101972662939918
Sports,-0.08496091765180394
Film & Animation,0.2521411147336702
Gaming,-0.1579893236467051
Travel & Events,0.19100382658065213
Autos & Vehicles,-0.11453297206108612
Pets & Animals,0.3228963431764344
