Genre,Average EI index
Science & Technology,0.27188453616522296
Education,-0.07355036362598114
Entertainment,-0.13876452681183057
Nonprofits & Activism,-0.038628995740616234
People & Blogs,-0.08638342148912237
Howto & Style,0.00784802772671209
News & Politics,0.021647648385178065
Comedy,-0.06826612095212374
Music,-0.08940915901979873
Sports,-0.12952739992241297
Film & Animation,0.23674700072070293
Gaming,-0.10798181850111664
Travel & Events,0.24944074661445734
Autos & Vehicles,-0.08543196737835804
Pets & Animals,0.19670418690126004
