Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.33076923,0.33333333,0.00571429,0.33587786,0.08421053,-0.03571429,0.04395604,0.16746411,0.18691589,-0.27007299,0.25000000,-0.34883721,0.29554656,-0.51304348,0.00000000
Education,0.00000000,0.14179104,-0.10843373,0.17710197,-0.10843373,-0.09785203,-0.15577889,-0.01995565,0.00000000,-0.43302181,-0.01995565,-0.51315789,0.06313646,-0.66064982,-0.14143921
Entertainment,0.13754647,0.00000000,-0.18974359,0.27950311,-0.01754386,-0.15136476,-0.05454545,0.02725367,0.12287335,-0.38922156,0.13754647,-0.38095238,0.12121212,-0.53642384,-0.14285714
Nonprofits & Activism,0.24579125,0.17037037,0.00000000,0.19424460,-0.00448430,-0.14285714,-0.01357466,-0.04672897,0.10400000,-0.28000000,0.12840467,-0.46405229,0.04680851,-0.53424658,-0.12000000
People & Blogs,0.14038128,0.24848485,-0.19806763,0.00000000,-0.01431493,-0.04641350,-0.13501144,0.07116105,0.15646259,-0.39325843,0.08317930,-0.41310541,0.01782178,-0.42939481,-0.17257683
Howto & Style,0.20915033,0.29855072,-0.04310345,0.33149171,0.00000000,-0.11009174,-0.06140351,0.02419355,0.10701107,-0.32967033,0.04724409,-0.30810811,0.19867550,-0.46666667,-0.08035714
News & Politics,0.39483395,0.35177866,0.01204819,0.46753247,0.08379888,0.00000000,0.02380952,0.18811881,0.22274882,-0.15492958,0.26457399,-0.30158730,0.22641509,-0.42608696,-0.00613497
Comedy,0.20430108,0.30407524,-0.00909091,0.26000000,-0.01834862,-0.12690355,0.00000000,-0.04225352,0.09756098,-0.28323699,0.17472119,-0.42307692,0.21554770,-0.39622642,-0.07766990
Music,0.25568182,0.30319149,-0.12446352,0.37170264,-0.01550388,-0.04382470,-0.12446352,0.00000000,0.11186441,-0.29702970,0.20121951,-0.35751295,0.17088608,-0.39361702,-0.03557312
Sports,0.07728337,0.20242915,-0.17611940,0.26629423,-0.13544669,-0.20858896,-0.18674699,-0.09141274,0.00000000,-0.40714286,0.06635071,-0.47014925,0.06190476,-0.58232932,-0.21604938
Film & Animation,0.30935252,0.36000000,0.13513514,0.38461538,0.11926606,0.11111111,0.12727273,0.19327731,0.26717557,0.00000000,0.30434783,-0.21518987,0.21311475,-0.50000000,0.02040816
Gaming,-0.01339286,0.14821764,-0.22043011,0.12692308,-0.26111111,-0.23369565,-0.17922078,-0.07075472,-0.00442478,-0.43217666,0.00000000,-0.58741259,-0.04367816,-0.60424028,-0.22043011
Travel & Events,0.46534653,0.58778626,0.20588235,0.58461538,0.40659341,0.23943662,0.25000000,0.39325843,0.44897959,0.06896552,0.37209302,0.00000000,0.50909091,-0.08000000,0.21739130
Autos & Vehicles,0.10593220,0.16765286,-0.26347305,0.09829060,-0.07653061,-0.23753666,-0.10182768,-0.06565657,0.02764977,-0.48070175,-0.00715990,-0.43537415,0.00000000,-0.54014599,-0.13746631
Pets & Animals,0.16049383,0.34615385,0.00000000,0.48872180,0.12820513,-0.01492537,0.17073171,0.25274725,0.20930233,-0.36000000,0.24444444,-0.19298246,0.29896907,0.00000000,-0.09677419
