Genre,Average EI index
Science & Technology,0.06186570557809636
Education,-0.13404635424630423
Entertainment,-0.07405124368982309
Nonprofits & Activism,-0.05116603878092737
People & Blogs,-0.07747515324693528
Howto & Style,-0.013077426689451983
News & Politics,0.09620854134140717
Comedy,-0.008614333136737777
Music,0.0016112517444375196
Sports,-0.12855166892545916
Film & Animation,0.1307061917601569
Gaming,-0.18541622033343477
Travel & Events,0.3335313807716202
Autos & Vehicles,-0.13902480249704802
Pets & Animals,0.1167919561044853
