Genre,Average EI index
Science & Technology,0.12744157188314448
Education,-0.0650048106569938
Entertainment,-0.1193387612345344
Nonprofits & Activism,-0.07189227935781753
People & Blogs,-0.12485321065695547
Howto & Style,0.04094081711675449
News & Politics,0.027842230536057423
Comedy,-0.1072379897914568
Music,-0.08658137259032099
Sports,-0.11991129482231752
Film & Animation,0.13552991611937967
Gaming,-0.06956592999377668
Travel & Events,0.19585131638288092
Autos & Vehicles,-0.1654418020589968
Pets & Animals,0.1244721589005849
