Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.31250000,0.32824427,0.06382979,0.36462094,0.01123596,0.07368421,0.02222222,0.09743590,0.20361991,-0.26618705,0.23809524,-0.36434109,0.22466960,-0.46666667,0.00000000
Education,0.00000000,0.27167630,-0.13855422,0.26601942,0.03816794,-0.01886792,-0.05000000,0.06435644,0.15436242,-0.29452055,0.16000000,-0.44274809,0.17467249,-0.51807229,-0.05882353
Entertainment,0.13207547,0.00000000,-0.16859122,0.20689655,-0.10722101,-0.25558313,-0.09761388,0.00784314,0.05772812,-0.39779006,0.01937984,-0.41340782,0.08828829,-0.51951952,-0.18501171
Nonprofits & Activism,0.14859438,0.25874126,0.00000000,0.21771218,0.03636364,0.01851852,-0.06000000,-0.05472637,0.11666667,-0.27710843,0.12396694,-0.49295775,0.14516129,-0.35897436,-0.02912621
People & Blogs,0.08485857,0.16666667,-0.25000000,0.00000000,-0.08055010,-0.18025751,-0.12936345,-0.03969754,0.06937394,-0.38888889,0.05498282,-0.48247978,0.04844291,-0.58959538,-0.18534483
Howto & Style,0.24770642,0.24770642,-0.03797468,0.31092437,0.00000000,-0.08849558,-0.05579399,0.05747126,0.04651163,-0.30158730,0.16326531,-0.45562130,0.13986014,-0.45562130,-0.15492958
News & Politics,0.36329588,0.27659574,0.12820513,0.38405797,0.09574468,0.00000000,0.01734104,0.10526316,0.19431280,-0.24087591,0.25438596,-0.23188406,0.24778761,-0.37096774,0.09090909
Comedy,0.27611940,0.36393443,-0.01570681,0.37216828,0.06280193,-0.04864865,0.00000000,0.17094017,0.27340824,-0.30201342,0.22088353,-0.31972789,0.20164609,-0.53968254,-0.02645503
Music,0.20111732,0.28500000,-0.20168067,0.27959698,-0.01779359,-0.15322581,-0.02142857,0.00000000,0.11455108,-0.27678571,0.15133531,-0.42288557,0.07443366,-0.48186528,-0.14400000
Sports,0.13406593,0.18087318,-0.19033233,0.23196881,-0.18674699,-0.21981424,-0.07356948,-0.04509284,0.00000000,-0.42238267,-0.07065217,-0.42238267,0.09006928,-0.52713178,-0.19393939
Film & Animation,0.51470588,0.53521127,0.29032258,0.57142857,0.33333333,0.22352941,0.22352941,0.42105263,0.41592920,0.00000000,0.44067797,-0.01538462,0.40540541,-0.20000000,0.21428571
Gaming,0.07407407,0.07786885,-0.24653740,0.15413534,-0.13636364,-0.22282609,-0.19363395,-0.07398568,-0.13636364,-0.45161290,0.00000000,-0.54639175,-0.01809955,-0.51515152,-0.22282609
Travel & Events,0.25862069,0.41891892,-0.08860759,0.38129496,0.03370787,0.10416667,0.07526882,0.14851485,0.30081301,-0.14666667,0.21100917,0.00000000,0.20370370,-0.53571429,-0.02380952
Autos & Vehicles,0.12788260,0.18431373,-0.18857143,0.18590998,-0.12129380,-0.19197708,-0.17514124,-0.11229947,0.06306306,-0.45454545,0.02117647,-0.52380952,0.00000000,-0.58174905,-0.19884726
Pets & Animals,0.34831461,0.46788991,0.26582278,0.42000000,0.22666667,0.14705882,0.00000000,0.26582278,0.35555556,-0.13725490,0.42574257,-0.38095238,0.30952381,0.00000000,0.04918033
