Genre,Average EI index
Science & Technology,0.06021165962400071
Education,-0.028023685835246077
Entertainment,-0.11660906660635596
Nonprofits & Activism,-0.014797732396169726
People & Blogs,-0.1358466125084488
Howto & Style,-0.024041298624447125
News & Politics,0.09386938239947337
Comedy,0.04926198190280402
Music,-0.043830776283325955
Sports,-0.1225048114318201
Film & Animation,0.3124304831730016
Gaming,-0.1755509949139122
Travel & Events,0.09580147058186074
Autos & Vehicles,-0.14042060468090306
Pets & Animals,0.19738361136480456
