Genre,Average EI index
Science & Technology,0.11277291754655734
Education,-0.11925294494222625
Entertainment,-0.1535336529370007
Nonprofits & Activism,-0.07304566601834041
People & Blogs,-0.08348026660936794
Howto & Style,-0.008102113405814817
News & Politics,-0.04081327156498449
Comedy,-0.023988574666984126
Music,-0.0047673059745782
Sports,-0.09600091888936002
Film & Animation,0.3760901761010124
Gaming,-0.22021382945126602
Travel & Events,0.3162999725956254
Autos & Vehicles,-0.10023255605628413
Pets & Animals,0.21194026420025325
