Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.39230769,0.37301587,0.02469136,0.40823970,0.07058824,0.07058824,0.07058824,0.18974359,0.24038462,-0.17910448,0.28181818,-0.30578512,0.35245902,-0.41071429,0.00000000
Education,0.00000000,0.14555766,-0.21505376,0.21254355,-0.13567839,-0.14141414,-0.13567839,-0.00221729,0.07186858,-0.38226300,0.02375810,-0.46278317,-0.01573034,-0.52188552,-0.11056511
Entertainment,0.06129597,0.00000000,-0.22935780,0.22206096,-0.07630522,-0.19376392,-0.15517241,-0.09387755,0.03770197,-0.38860104,-0.02681992,-0.53142857,0.05467372,-0.61445783,-0.21541950
Nonprofits & Activism,0.11450382,0.18309859,0.00000000,0.23684211,0.00429185,-0.14851485,-0.20833333,0.01694915,0.07936508,-0.42331288,0.11111111,-0.42331288,0.09727626,-0.49677419,-0.16582915
People & Blogs,0.16193656,0.25297619,-0.14350797,0.00000000,-0.02032520,-0.12053571,-0.09368192,0.03088803,0.05103970,-0.44252874,0.06517691,-0.40223464,0.08226691,-0.44668588,-0.14350797
Howto & Style,0.17808219,0.31428571,-0.01265823,0.33518006,0.00000000,-0.06666667,-0.07142857,0.02834008,0.11111111,-0.26315789,0.14590747,-0.42857143,0.14893617,-0.39534884,-0.13744076
News & Politics,0.22302158,0.25259516,-0.11340206,0.29180328,-0.01408451,0.00000000,-0.06403941,-0.02369668,0.06493506,-0.34161491,0.04845815,-0.36708861,0.11111111,-0.55395683,-0.08542714
Comedy,0.20701754,0.26860841,-0.19576720,0.29595016,-0.04147465,-0.08653846,0.00000000,0.03004292,0.14716981,-0.29885057,0.14068441,-0.40372671,0.19572954,-0.48684211,-0.10784314
Music,0.25698324,0.25070423,-0.05138340,0.33500000,-0.02307692,-0.12711864,-0.05138340,0.00000000,0.15822785,-0.27272727,0.19148936,-0.39267016,0.18902439,-0.46153846,-0.06827309
Sports,0.16000000,0.20920502,-0.16307692,0.19057816,-0.11504425,-0.21153846,-0.10850440,-0.01612903,0.00000000,-0.35971223,0.06666667,-0.38970588,0.10000000,-0.51807229,-0.18867925
Film & Animation,0.55384615,0.60544218,0.23684211,0.53968254,0.41414141,0.29268293,0.35555556,0.44761905,0.50847458,0.00000000,0.49122807,-0.03571429,0.51260504,0.03333333,0.30952381
Gaming,-0.01250000,0.02213280,-0.25257732,0.08128544,-0.20297030,-0.34254144,-0.23664122,-0.10706150,-0.05882353,-0.48170732,0.00000000,-0.49538462,-0.02531646,-0.70526316,-0.26562500
Travel & Events,0.49549550,0.49090909,0.25333333,0.58518519,0.26315789,0.28205128,0.26315789,0.34883721,0.49549550,-0.01818182,0.49090909,0.00000000,0.39784946,-0.12000000,0.20000000
Autos & Vehicles,0.05797101,0.21052632,-0.16071429,0.20570265,-0.09243697,-0.18181818,-0.07438017,0.00000000,0.08450704,-0.36842105,0.08450704,-0.50000000,0.00000000,-0.58536585,-0.08333333
Pets & Animals,0.42000000,0.37634409,0.14705882,0.53600000,0.28395062,0.03333333,0.14705882,0.25641026,0.34831461,0.03333333,0.18309859,-0.13725490,0.27500000,0.00000000,0.06451613
