Genre,Average EI index
Science & Technology,0.13668183798331987
Education,-0.059392990318452424
Entertainment,-0.12317734934574508
Nonprofits & Activism,-0.011119819155577387
People & Blogs,-0.12348943873436255
Howto & Style,-0.0479035759309807
News & Politics,0.08752499444634283
Comedy,0.02256364015846036
Music,-0.10171643223948064
Sports,-0.14119284874545077
Film & Animation,0.2634973287661965
Gaming,-0.14961098458258518
Travel & Events,0.2817308140988487
Autos & Vehicles,-0.13495612659804118
Pets & Animals,0.11320374579431189
