Genre,Average EI index
Science & Technology,0.1403973668947246
Education,-0.08981047270478172
Entertainment,-0.05570908546604118
Nonprofits & Activism,-0.022958882706962953
People & Blogs,-0.07985453355926905
Howto & Style,-0.061221840765806154
News & Politics,0.07034701634985728
Comedy,-0.040447348867942955
Music,-0.045568510126548785
Sports,-0.10540899031278597
Film & Animation,0.16707807281387854
Gaming,-0.2326209054206197
Travel & Events,0.219861284328585
Autos & Vehicles,-0.11357478596678228
Pets & Animals,0.1748613658689718
