Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.37728938,0.31174089,0.05027933,0.39501779,0.13265306,0.01162791,-0.02409639,0.09574468,0.19811321,-0.21428571,0.21658986,-0.34920635,0.27350427,-0.34920635,0.00000000
Education,0.00000000,0.15630885,-0.16666667,0.17798165,-0.03464203,-0.16666667,-0.19148936,-0.05411765,0.02819957,-0.40000000,0.05882353,-0.44051447,0.06079665,-0.52380952,-0.08737864
Entertainment,0.08672566,0.00000000,-0.23150358,0.22522523,-0.10729614,-0.19721578,-0.04242424,-0.01976285,0.04267161,-0.41758242,0.02272727,-0.50000000,0.06352087,-0.52212389,-0.22857143
Nonprofits & Activism,0.10726644,0.11034483,0.00000000,0.13131313,-0.12173913,-0.08860759,-0.11688312,-0.10729614,-0.00781250,-0.44943820,0.00386100,-0.59259259,0.05839416,-0.61250000,-0.15695067
People & Blogs,0.06644518,0.18432511,-0.25167038,0.00000000,-0.13535354,-0.11729622,-0.16115702,-0.05046729,-0.01444043,-0.40149626,0.01230228,-0.55248619,0.06489185,-0.51482480,-0.17819706
Howto & Style,0.34838710,0.34627832,0.00000000,0.35873016,0.00000000,-0.03061224,0.07762557,0.14042553,0.23193916,-0.17441860,0.24060150,-0.34666667,0.27075812,-0.29487179,0.04716981
News & Politics,0.26984127,0.30566038,0.08000000,0.41401274,0.01604278,0.00000000,-0.06976744,0.10243902,0.20346320,-0.32374101,0.18942731,-0.34306569,0.16363636,-0.41538462,-0.02793296
Comedy,0.13432836,0.34277620,-0.06422018,0.27272727,0.00854701,-0.18367347,0.00000000,-0.00432900,0.15018315,-0.31818182,0.13432836,-0.34883721,0.03734440,-0.52631579,-0.17766497
Music,0.14857143,0.24937028,-0.17786561,0.26054591,-0.05300353,-0.13740458,-0.12878788,0.00000000,0.10240964,-0.37327189,0.18801090,-0.40566038,0.09969789,-0.58510638,-0.18253968
Sports,0.05333333,0.13765182,-0.25294118,0.12345679,-0.13600000,-0.21022727,-0.15135135,-0.07575758,0.00000000,-0.47404844,-0.04926108,-0.45392491,0.06578947,-0.59550562,-0.25294118
Film & Animation,0.46564885,0.50354610,0.16666667,0.54838710,0.33962264,0.14634146,0.26315789,0.32038835,0.36936937,0.00000000,0.46969697,-0.07692308,0.43548387,-0.18644068,0.22222222
Gaming,0.03917526,0.07355865,-0.28374656,0.10556622,-0.17085427,-0.26630435,-0.21038961,-0.03325942,-0.09389671,-0.41212121,0.00000000,-0.56375839,-0.04017857,-0.62937063,-0.27671233
Travel & Events,0.30827068,0.30303030,-0.16455696,0.27559055,0.03157895,-0.01098901,0.09803922,0.15596330,0.26984127,-0.21052632,0.17117117,0.00000000,0.25806452,-0.53333333,-0.05747126
Autos & Vehicles,0.12694878,0.19836401,-0.14956012,0.24031008,-0.05376344,-0.20987654,-0.22118380,-0.03703704,0.10706150,-0.37543860,0.04622871,-0.43065693,0.00000000,-0.59349593,-0.13623188
Pets & Animals,0.38613861,0.44642857,0.00000000,0.48760331,0.27906977,0.10144928,0.07462687,0.11428571,0.27058824,-0.12727273,0.26190476,-0.37777778,0.23456790,0.00000000,0.13888889
