Genre,Average EI index
Science & Technology,0.0804118274853709
Education,-0.1130839117565431
Entertainment,-0.13040069113384511
Nonprofits & Activism,-0.1316171705534818
People & Blogs,-0.14638748365595333
Howto & Style,0.08681042611299686
News & Politics,0.04033081087880223
Comedy,-0.038784835614179905
Music,-0.07107385022468796
Sports,-0.1622662280769814
Film & Animation,0.28479769601686217
Gaming,-0.19730656639004782
Travel & Events,0.06390521909618903
Autos & Vehicles,-0.10630937244379933
Pets & Animals,0.16360724257917486
