Genre,Average EI index
Science & Technology,0.09321755639533888
Education,-0.1385559927754926
Entertainment,-0.0913160237069018
Nonprofits & Activism,0.05650124938519035
People & Blogs,-0.04842638639931945
Howto & Style,0.010154865595762804
News & Politics,0.010941991426144961
Comedy,-0.0793473748612511
Music,-0.07767260650284347
Sports,-0.10895277008798056
Film & Animation,0.10944488443954163
Gaming,-0.13253838134568927
Travel & Events,0.3589040734123704
Autos & Vehicles,-0.14068438159235172
Pets & Animals,0.16739232817877278
