Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.35593220,0.39200000,0.13636364,0.43494424,0.13636364,0.11111111,0.11627907,0.25853659,0.28971963,-0.20634921,0.25853659,-0.21600000,0.32743363,-0.55102041,0.00000000
Education,0.00000000,0.28141593,-0.09433962,0.25504587,-0.05454545,-0.09139785,-0.06282723,0.00000000,0.08144796,-0.32247557,0.04245283,-0.40972222,0.11546841,-0.51492537,-0.11845730
Entertainment,0.11213518,0.00000000,-0.23240938,0.12951807,-0.19175258,-0.24838013,-0.22457627,-0.13111546,-0.01940035,-0.49740933,-0.03030303,-0.53723404,-0.02300885,-0.55376344,-0.24838013
Nonprofits & Activism,0.29230769,0.32352941,0.00000000,0.31851852,0.08457711,0.01075269,0.01604278,0.05641026,0.22362869,-0.30496454,0.21367521,-0.26027397,0.17857143,-0.41538462,0.04166667
People & Blogs,0.11947627,0.16459627,-0.20357942,0.00000000,-0.08249497,-0.17467249,-0.13263158,0.02359347,0.01645338,-0.41207349,0.06759099,-0.43850267,0.05114638,-0.50700280,-0.16450216
Howto & Style,0.19344262,0.22884013,-0.06034483,0.29914530,0.00000000,-0.09333333,-0.03361345,0.06818182,0.12142857,-0.27461140,0.12765957,-0.31550802,0.14285714,-0.53750000,-0.10313901
News & Politics,0.33596838,0.34883721,0.05617978,0.38461538,0.09677419,0.00000000,0.00591716,0.09677419,0.29113924,-0.26315789,0.31983806,-0.27272727,0.22935780,-0.48672566,0.06145251
Comedy,0.25174825,0.26206897,-0.05940594,0.31629393,0.03603604,-0.11458333,0.00000000,0.07758621,0.18320611,-0.31288344,0.22181818,-0.47586207,0.16078431,-0.42666667,-0.05418719
Music,0.18367347,0.22651934,-0.15226337,0.33649289,0.00355872,-0.15702479,-0.05660377,0.00000000,0.00709220,-0.39303483,0.20454545,-0.33333333,0.17159763,-0.45077720,-0.04089219
Sports,0.03913043,0.11422846,-0.20765027,0.11422846,-0.16931217,-0.18181818,-0.17553191,-0.21763085,0.00000000,-0.38125000,-0.02552204,-0.58992806,-0.04491726,-0.55633803,-0.23119777
Film & Animation,0.47517730,0.44776119,0.13953488,0.50335570,0.30841121,0.13953488,0.20430108,0.24489796,0.45588235,0.00000000,0.44776119,-0.10447761,0.44360902,-0.45098039,0.14942529
Gaming,0.05238095,0.15498938,-0.16715543,0.21499014,-0.11173184,-0.09944751,-0.08446866,0.03163017,0.02689487,-0.34459459,0.00000000,-0.53667954,0.07870370,-0.54263566,-0.21341463
Travel & Events,0.47826087,0.48717949,0.28571429,0.55555556,0.36170213,0.23076923,0.11764706,0.40000000,0.31034483,0.00000000,0.33333333,0.00000000,0.41747573,-0.20000000,0.24050633
Autos & Vehicles,0.09871245,0.13580247,-0.22807018,0.17322835,-0.12299465,-0.22093023,-0.17318436,-0.02941176,-0.01941748,-0.37254902,0.05191874,-0.48409894,0.00000000,-0.56716418,-0.16666667
Pets & Animals,0.32653061,0.43103448,0.07042254,0.45454545,0.05714286,-0.06451613,0.13157895,0.23255814,0.31250000,-0.40425532,0.28260870,-0.24528302,0.27472527,0.00000000,-0.20000000
