Genre,Average EI index
Science & Technology,0.0623269798183737
Education,-0.07951023424196527
Entertainment,-0.07439717227430664
Nonprofits & Activism,-0.02020165733227938
People & Blogs,-0.08618395108762687
Howto & Style,0.09640653859367553
News & Politics,0.027154155023559768
Comedy,-0.023712016875362615
Music,-0.09460569174366576
Sports,-0.12305667181055302
Film & Animation,0.19189759990184488
Gaming,-0.14343617438793724
Travel & Events,0.20904036455498207
Autos & Vehicles,-0.08915563574840497
Pets & Animals,0.22915300172351602
