Genre,Average EI index
Science & Technology,0.08225447937589211
Education,-0.07571201811882854
Entertainment,-0.10353058614820099
Nonprofits & Activism,0.009293971837714184
People & Blogs,-0.0736719342917774
Howto & Style,0.029993907730627965
News & Politics,0.09240715384818536
Comedy,-0.019530859475914233
Music,-0.0675180725289856
Sports,-0.13481418645580545
Film & Animation,0.1762620463277111
Gaming,-0.12642409828442927
Travel & Events,0.24758622979675135
Autos & Vehicles,-0.1670902435333091
Pets & Animals,0.26648284383582543
