Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.32000000,0.33333333,0.01734104,0.38405797,0.20187793,-0.03030303,-0.04938272,0.21296296,0.15841584,-0.26865672,0.17874396,-0.33858268,0.30041152,-0.26865672,0.00000000
Education,0.00000000,0.20380952,-0.06905371,0.24955117,-0.03980100,-0.07455013,-0.12064343,-0.04500000,0.04566210,-0.35275081,0.06067416,-0.42176871,0.11440678,-0.49285714,-0.11764706
Entertainment,0.12255773,0.00000000,-0.17619048,0.23172628,-0.06008584,-0.15962441,-0.08810573,0.00803213,0.10507246,-0.40340909,0.08348794,-0.45722714,0.00803213,-0.47904192,-0.18465228
Nonprofits & Activism,0.30000000,0.27675277,0.00000000,0.34448161,0.00507614,-0.04255319,0.01010101,0.05314010,0.18672199,-0.36111111,0.12888889,-0.43065693,0.18672199,-0.47368421,-0.05376344
People & Blogs,0.17171717,0.23364486,-0.10067114,0.00000000,-0.08131868,-0.12844037,-0.05806452,0.05927342,0.08550186,-0.37047354,0.13074205,-0.40974212,0.08550186,-0.52321981,-0.12585812
Howto & Style,0.26973684,0.32727273,-0.05714286,0.30625000,0.00000000,0.02631579,-0.00452489,0.06722689,0.15909091,-0.30588235,0.22377622,-0.37888199,0.21554770,-0.50000000,0.07112971
News & Politics,0.37404580,0.37164751,0.04651163,0.39705882,0.17587940,0.00000000,0.13227513,0.20388350,0.21153846,-0.31200000,0.29613734,-0.34426230,0.24423963,-0.49090909,-0.01234568
Comedy,0.18411552,0.29375000,-0.06103286,0.31927711,-0.01345291,-0.02727273,0.00000000,-0.01345291,0.15671642,-0.28409091,0.08502024,-0.30635838,0.09960159,-0.51677852,-0.18947368
Music,0.12352941,0.25500000,-0.15503876,0.30046948,-0.07971014,-0.09157509,-0.15057915,0.00000000,0.05396825,-0.28448276,0.11309524,-0.46078431,0.08024691,-0.58510638,-0.06428571
Sports,0.06264501,0.20315582,-0.17101449,0.18218623,-0.13802817,-0.23170732,-0.13165266,-0.09782609,0.00000000,-0.40277778,0.03117506,-0.53030303,0.06697460,-0.46376812,-0.26645768
Film & Animation,0.39860140,0.41891892,0.03370787,0.44871795,0.15686275,0.00000000,0.18867925,0.31746032,0.33333333,0.00000000,0.33333333,-0.24637681,0.36296296,-0.34375000,0.06521739
Gaming,0.07029478,0.17505030,-0.23493976,0.21904762,-0.07894737,-0.15168539,-0.20943953,-0.04591837,0.02380952,-0.40893471,0.00000000,-0.43859649,0.04428904,-0.48014440,-0.25382263
Travel & Events,0.45299145,0.48387097,0.09859155,0.52592593,0.21951220,0.11111111,0.30434783,0.26436782,0.31914894,-0.10344828,0.42857143,0.00000000,0.43362832,-0.20754717,0.13513514
Autos & Vehicles,0.08677686,0.06355932,-0.21428571,0.13840156,-0.12468193,-0.24157303,-0.23119777,-0.11616162,0.02212389,-0.41214058,0.00674157,-0.46357616,0.00000000,-0.68702290,-0.16622691
Pets & Animals,0.47916667,0.55357143,0.16666667,0.50980392,0.19354839,0.05660377,0.18032787,0.21875000,0.49494949,-0.08695652,0.48453608,-0.08695652,0.24242424,0.00000000,0.32432432
