Genre,Average EI index
Science & Technology,0.23214265889117133
Education,-0.12259052833671927
Entertainment,-0.15978029091549492
Nonprofits & Activism,-0.03240052933114486
People & Blogs,-0.11085138364439084
Howto & Style,-0.0654666401080939
News & Politics,0.027479903454871012
Comedy,-0.03605457702004012
Music,0.0008350423956029514
Sports,-0.09462979666646579
Film & Animation,0.3019486219255813
Gaming,-0.21257181424198476
Travel & Events,0.20275108315437884
Autos & Vehicles,-0.12673934576343932
Pets & Animals,0.18959159276099505
