Genre,Average EI index
Science & Technology,0.18455780931997615
Education,-0.15249046182854112
Entertainment,-0.11220226315162464
Nonprofits & Activism,0.030833011946306565
People & Blogs,-0.07483746718312771
Howto & Style,0.08889161589741357
News & Politics,0.029945911396505365
Comedy,0.08275961520182973
Music,-0.08932962835180512
Sports,-0.11245453411000221
Film & Animation,0.2551845373267287
Gaming,-0.20995885743536694
Travel & Events,0.1049468987736488
Autos & Vehicles,-0.1280382253546193
Pets & Animals,0.15460336327490884
