Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.36936937,0.45312500,0.20903955,0.44000000,0.21348315,0.08496732,0.07284768,0.25133690,0.37219731,-0.18644068,0.33014354,-0.16666667,0.35779817,-0.21739130,0.00000000
Education,0.00000000,0.14183124,-0.20403023,0.18568995,-0.09382151,-0.16585366,-0.16301703,-0.07657658,-0.00843882,-0.41839763,-0.04595186,-0.50788644,0.01646091,-0.57236842,-0.22250639
Entertainment,0.11971831,0.00000000,-0.17647059,0.21875000,-0.11111111,-0.14942529,-0.09409190,0.01960784,0.08759124,-0.38121547,0.01960784,-0.48367953,0.07407407,-0.56739812,-0.14678899
Nonprofits & Activism,0.23921569,0.28676471,0.00000000,0.29197080,-0.02105263,-0.00518135,0.03482587,0.10185185,0.10185185,-0.28476821,0.14912281,-0.30201342,0.22709163,-0.43703704,0.04901961
People & Blogs,0.16974790,0.22448980,-0.16509434,0.00000000,-0.06008584,-0.17061611,-0.02702703,-0.00202840,0.14086957,-0.36088154,0.11627907,-0.41547278,0.10344828,-0.44444444,-0.15690867
Howto & Style,0.32441472,0.32890365,-0.04123711,0.36875000,0.00000000,0.01941748,0.06046512,0.21093750,0.22605364,-0.12222222,0.27857143,-0.27044025,0.21093750,-0.38356164,0.03349282
News & Politics,0.29056604,0.32616487,0.01052632,0.30111524,0.05527638,0.00000000,0.08737864,0.04568528,0.12962963,-0.24503311,0.20000000,-0.45736434,0.22950820,-0.49206349,-0.06214689
Comedy,0.30798479,0.38926174,0.06666667,0.44000000,0.11219512,0.10344828,0.00000000,0.14553991,0.25714286,-0.29078014,0.14150943,-0.32846715,0.30534351,-0.43307087,-0.05813953
Music,0.13573407,0.25000000,-0.13454545,0.22388060,-0.00321543,-0.20463320,-0.12230216,0.00000000,0.03105590,-0.37444934,0.06306306,-0.45116279,0.03105590,-0.55223881,-0.14285714
Sports,0.10588235,0.22131148,-0.22977346,0.26640927,-0.08571429,-0.21794872,-0.10465116,-0.06741573,0.00000000,-0.40740741,0.12643678,-0.47859922,0.05000000,-0.64502165,-0.10787172
Film & Animation,0.45185185,0.50335570,0.18681319,0.51633987,0.36206897,0.21276596,0.14942529,0.31481481,0.36752137,0.00000000,0.37815126,-0.17460317,0.40800000,-0.23333333,0.12941176
Gaming,-0.04385965,0.04417671,-0.28997290,0.13454545,-0.14148681,-0.25593668,-0.32590529,-0.14698795,0.01449275,-0.48750000,0.00000000,-0.56065574,-0.04157549,-0.57615894,-0.26259947
Travel & Events,0.28925620,0.33846154,0.09473684,0.40689655,0.14851485,-0.10256410,0.03370787,0.15686275,0.21818182,-0.24637681,0.21818182,0.00000000,0.22522523,-0.38709677,0.07526882
Autos & Vehicles,0.09050773,0.16935484,-0.14444444,0.19215686,-0.14127424,-0.15730337,-0.09283820,-0.10752688,0.00961538,-0.40136054,0.03058824,-0.50364964,0.00000000,-0.57251908,-0.16384181
Pets & Animals,0.34020619,0.36633663,0.08571429,0.49606299,0.16883117,0.00000000,0.05882353,0.16883117,0.12328767,-0.16363636,0.33333333,-0.25490196,0.27272727,0.00000000,0.16883117
