Genre,Average EI index
Science & Technology,0.1422839836686654
Education,-0.07573061099404656
Entertainment,-0.12128386348665685
Nonprofits & Activism,-0.01979904024057173
People & Blogs,-0.10068626612333731
Howto & Style,0.03990563698713529
News & Politics,0.12829449797483444
Comedy,0.0643858364740019
Music,-0.06487189847354737
Sports,-0.1410033331831388
Film & Animation,0.06930072564802718
Gaming,-0.14724600062890383
Travel & Events,0.10947074420461608
Autos & Vehicles,-0.13064053113803523
Pets & Animals,0.23881106279651654
