Genre,Education,Entertainment,Nonprofits & Activism,People & Blogs,Howto & Style,News & Politics,Comedy,Music,Sports,Film & Animation,Gaming,Travel & Events,Autos & Vehicles,Pets & Animals,Science & Technology
Science & Technology,0.31877729,0.42857143,0.06024096,0.39062500,0.18750000,0.06586826,0.16577540,0.15217391,0.30044843,-0.13868613,0.26760563,-0.30000000,0.27777778,-0.41818182,0.00000000
Education,0.00000000,0.20866142,-0.10136986,0.26642336,-0.02290076,-0.05235602,-0.10439560,0.01711491,0.11258278,-0.30944625,0.11061947,-0.40559441,0.15189873,-0.54615385,-0.14204545
Entertainment,0.06044905,0.00000000,-0.27400468,0.14599686,-0.15010571,-0.21428571,-0.14285714,-0.09677419,0.02857143,-0.43915344,0.06044905,-0.49450549,0.03374778,-0.53672316,-0.16488223
Nonprofits & Activism,0.19272727,0.16541353,0.00000000,0.26245847,-0.00909091,-0.12690355,-0.12121212,0.10121457,0.05932203,-0.43225806,0.14942529,-0.47019868,0.09756098,-0.48000000,-0.11557789
People & Blogs,0.16247906,0.18699187,-0.13636364,0.00000000,0.01380671,-0.10375276,-0.10619469,0.03100775,0.10714286,-0.40845070,0.09090909,-0.45348837,0.11816578,-0.48809524,-0.16822430
Howto & Style,0.28428094,0.30519481,0.00925926,0.41208791,0.00000000,-0.03883495,-0.00943396,0.04035874,0.18939394,-0.13227513,0.21323529,-0.32098765,0.19548872,-0.40789474,0.03167421
News & Politics,0.27017544,0.25714286,-0.09473684,0.32247557,-0.02463054,0.00000000,0.00000000,0.03703704,0.09565217,-0.35064935,0.06306306,-0.46478873,0.11111111,-0.49640288,-0.07772021
Comedy,0.18115942,0.28706625,-0.13000000,0.28253968,-0.03669725,-0.04147465,0.00000000,-0.01801802,0.12741313,-0.32941176,0.18705036,-0.34523810,0.09600000,-0.50666667,-0.01801802
Music,0.15877437,0.19466667,-0.05226481,0.27577938,-0.13108614,-0.14828897,-0.16153846,0.00000000,0.12716763,-0.34222222,0.07076923,-0.34821429,0.05625000,-0.43809524,-0.17509728
Sports,0.12500000,0.19008264,-0.22118380,0.22529644,-0.11048159,-0.21739130,-0.14619883,-0.00255754,0.00000000,-0.49049430,0.06666667,-0.53125000,0.04622871,-0.55555556,-0.14956012
Film & Animation,0.42281879,0.42281879,0.01149425,0.41891892,0.31200000,0.07526882,0.14000000,0.26495726,0.21818182,0.00000000,0.34351145,-0.34375000,0.37226277,-0.38709677,0.15686275
Gaming,0.09846827,0.19688109,-0.15730337,0.18577075,-0.11051213,-0.27160494,-0.11051213,-0.08421053,0.04186047,-0.40136054,0.00000000,-0.45070423,0.02600473,-0.62845850,-0.20821114
Travel & Events,0.40495868,0.43750000,0.05263158,0.44615385,0.20879121,0.02702703,0.20879121,0.33944954,0.25000000,-0.26315789,0.36842105,0.00000000,0.37391304,-0.38461538,0.07692308
Autos & Vehicles,0.12809917,0.15936255,-0.21965318,0.20075758,-0.14054054,-0.23753666,-0.21264368,-0.11052632,0.00938967,-0.38360656,0.01401869,-0.45517241,0.00000000,-0.54578755,-0.20916905
Pets & Animals,0.29670330,0.43859649,0.09859155,0.45762712,0.16883117,0.04477612,0.07246377,0.29670330,0.27272727,-0.25490196,0.18987342,-0.33333333,0.31914894,0.00000000,0.00000000
