Genre,Average EI index
Science & Technology,0.12560686822103637
Education,-0.05835439557161742
Entertainment,-0.15600554274861858
Nonprofits & Activism,-0.05193707592691083
People & Blogs,-0.08243332690414461
Howto & Style,0.05511052740668944
News & Politics,-0.025162235791175182
Comedy,-0.01887825919423608
Music,-0.06524286647512438
Sports,-0.12652846939502074
Film & Animation,0.173446346502663
Gaming,-0.13384944273092958
Travel & Events,0.1819133558829788
Autos & Vehicles,-0.14307201999355437
Pets & Animals,0.14770051010185425
